userID,seqID,poiID,photoID,poiTheme,poiFreq,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h),dateTaken
14391210@N00,379,6,"[2915199725, 2916045708, 2915201627]",Cultural,986.0,13.4,0.0,100.0,8.5,"[1223120674, 1223120973, 1223121003]"
14391210@N00,379,22,"[2916006326, 2916006848, 2915162125, 2916008178, 2916008418, 2915163447, 2916009362, 2915164263, 2915164617, 2916010542, 2916012812, 2915167971, 2916013986, 2915168863, 2915169153, 2916015028, 2916015368, 2915170297, 2915170999, 2916017156, 2916017626, 2916018052, 2915174467, 2915175037, 2916020620]",Beach,3619.0,13.8,0.0,76.0,8.6,"[1223116536, 1223116544, 1223116720, 1223116724, 1223116755, 1223116777, 1223116828, 1223116830, 1223116891, 1223116893, 1223116979, 1223116990, 1223117004, 1223117024, 1223117045, 1223117109, 1223117141, 1223117146, 1223117206, 1223117208, 1223117209, 1223117210, 1223117421, 1223117432, 1223117527]"
14391210@N00,379,30,[2915153809],Structure,1538.0,13.7,0.0,76.0,8.6,[1223115278]
14391210@N00,380,22,[2973874986],Beach,3619.0,8.7,0.0,11.0,9.0,[1224310452]
14391210@N00,380,23,"[2973033045, 2973033739, 2973884658, 2973035637, 2973036681, 2973887712]",Shopping,1874.0,8.8,0.0,11.0,9.0,"[1224312515, 1224312525, 1224312528, 1224312546, 1224312590, 1224312597]"
14391210@N00,380,28,"[2973878970, 2973029709]",Structure,936.0,8.8,0.0,11.0,9.0,"[1224311436, 1224311455]"
14391210@N00,380,30,[2973022055],Structure,1538.0,7.4,0.0,94.0,11.4,[1224292838]
14878709@N00,453,16,"[2976010946, 2975155957, 2975135543, 2975159663, 2976003628, 2975157731, 2976026386, 2975990150, 2975995190, 2976024514, 2976000916, 2975143199, 2975137813, 2976002230, 2975992712, 2975152349, 2975133047, 2976007122, 2975149753, 2975163165, 2976020076, 2975165433, 2976016952, 2976018038, 2975140297, 2975997978, 2976009536, 2975120709]",Amusement,3553.0,21.364285714285717,1.7857142857142858,100.0,14.721428571428572,"[1221334608, 1221334680, 1221336676, 1221336732, 1221336755, 1221336764, 1221336827, 1221336870, 1221336894, 1221336986, 1221337029, 1221337068, 1221337139, 1221337156, 1221337200, 1221337242, 1221337254, 1221337276, 1221340198, 1221344179, 1221344190, 1221344211, 1221344734, 1221344769, 1221345450, 1221345618, 1221346152, 1221352960]"
14878709@N00,453,23,[2976171890],Shopping,1874.0,20.9,2.7,100.0,10.7,[1221334000]
14878709@N00,453,28,"[2975984768, 2975982026, 2975130249, 2975987578]",Structure,936.0,21.45,2.075,99.5,11.625,"[1221334134, 1221334207, 1221334311, 1221354769]"
15205252@N00,472,2,"[8350153933, 8351216256]",Sport,609.0,23.5,0.0,1.0,8.4,"[1346487419, 1346487459]"
15205252@N00,472,14,"[8350148963, 8350147463, 8351206786, 8351205418, 8351201710, 8350137031, 8350133887, 8350132553]",Amusement,141.0,24.3,0.0,14.0,8.3,"[1346495559, 1346495822, 1346496067, 1346496095, 1346496125, 1346496187, 1346496212, 1346496308]"
15205252@N00,472,17,[8355497242],Amusement,808.0,22.1,0.0,0.0,8.7,[1346479507]
16326397@N02,515,11,"[2613261394, 2612428171, 2612428677, 2613262472, 2613263018, 2613263766, 2612430759]",Cultural,4142.0,19.52857142857143,0.0,46.857142857142854,8.828571428571427,"[1213966481, 1213967156, 1213967621, 1213967633, 1213968167, 1213968372, 1213972499]"
16326397@N02,515,16,"[2613245890, 2613246374, 2612413733, 2613247532, 2612414807, 2613248936, 2613249544, 2613249942, 2613250446, 2613250860, 2613251188, 2612418427, 2612418751, 2613252980, 2613253484, 2613254178, 2612421149, 2613255108, 2613255616, 2612422809, 2613256586, 2612423565, 2612423997, 2612424559, 2613258420, 2612425397, 2613259458, 2612426275, 2612426751]",Amusement,3553.0,18.36896551724138,0.09655172413793105,62.310344827586206,6.151724137931034,"[1213949534, 1213949542, 1213949557, 1213950650, 1213950662, 1213950669, 1213950690, 1213950727, 1213950908, 1213951178, 1213951197, 1213951364, 1213951428, 1213951652, 1213956085, 1213956100, 1213956107, 1213956135, 1213956146, 1213956192, 1213956210, 1213956338, 1213956461, 1213956527, 1213956536, 1213956663, 1213956918, 1213957564, 1213957572]"
16326397@N02,515,23,[2613264682],Shopping,1874.0,19.9,0.1,80.0,8.7,[1213977573]
16693950@N00,523,16,"[3493712544, 3493716030]",Amusement,3553.0,11.7,0.0,100.0,18.4,"[1241192016, 1241192161]"
16693950@N00,523,22,[3493776222],Beach,3619.0,11.6,0.3,99.0,16.4,[1241194763]
16693950@N00,523,23,[3492961379],Shopping,1874.0,11.6,0.3,99.0,16.4,[1241194866]
16693950@N00,524,15,"[7355982322, 7355998468, 7170790373, 7356003396]",Amusement,113.0,16.45,0.0,5.5,16.8,"[1339116618, 1339116669, 1339118236, 1339118321]"
16693950@N00,524,19,"[7356011460, 7356000430, 7170787517]",Beach,111.0,16.53333333333333,0.0,18.0,15.833333333333334,"[1339113045, 1339118568, 1339119461]"
16693950@N00,524,25,[7170776623],Shopping,1701.0,16.7,0.0,1.0,12.9,[1339108548]
16693950@N00,525,7,"[7404678578, 7404680782, 7404719374, 7404721584, 7404723500, 7404725828, 7404727192, 7404728934, 7404730978, 7404733366]",Cultural,2064.0,26.9,0.0,21.0,15.0,"[1340089362, 1340089392, 1340089980, 1340090014, 1340090044, 1340090077, 1340090097, 1340090123, 1340090154, 1340090186]"
16693950@N00,525,8,"[7404221874, 7404734822]",Cultural,1736.0,25.95,0.0,25.0,14.35,"[1340083282, 1340090206]"
16693950@N00,525,16,"[7404736324, 7404738848]",Amusement,3553.0,26.9,0.0,21.0,15.0,"[1340090227, 1340090264]"
16693950@N00,525,21,"[7404707358, 7404708510, 7404709528, 7404751046, 7404753984, 7405725462, 7405727304, 7405728686]",Beach,3594.0,27.9125,0.0,29.625,14.325,"[1340089808, 1340089824, 1340089840, 1340090437, 1340090479, 1340103426, 1340103452, 1340103471]"
16693950@N00,525,22,"[7404220368, 7404698890]",Beach,3619.0,26.1,0.0,25.0,14.35,"[1340083266, 1340089675]"
16693950@N00,525,23,"[7404702666, 7404703908, 7404706176]",Shopping,1874.0,27.2,0.0,21.0,15.0,"[1340089735, 1340089754, 1340089788]"
16693950@N00,525,28,"[7404688548, 7404690748, 7404693506, 7404695596, 7404696884, 7404700402]",Structure,936.0,27.3,0.0,21.0,15.0,"[1340089510, 1340089546, 1340089593, 1340089626, 1340089646, 1340089700]"
16693950@N00,525,30,"[7404248636, 7404264280, 7404714934, 7404752200, 7404758306, 7404760140, 7404762170, 7404764394, 7404765998]",Structure,1538.0,26.37777777777778,0.0,22.77777777777778,14.711111111111112,"[1340083600, 1340083789, 1340089916, 1340090453, 1340090541, 1340090565, 1340090594, 1340090627, 1340090650]"
16926694@N06,544,7,"[8671034136, 8602151436, 8602169280, 8601081345, 8601089515, 8601117039, 8601131391, 8602239192, 8602257906, 8602250156, 8659957056, 8659952512]",Cultural,2064.0,0.0,0.20000000000000004,99.66666666666667,4.533333333333333,"[1362023190, 1362023190, 1362023452, 1362023461, 1362023472, 1362023482, 1362023487, 1362023495, 1362023502, 1362023506, 1362026628, 1362027321]"
16926694@N06,544,8,"[8659869412, 8658774085, 8659899566, 8658801261, 8658833309]",Cultural,1736.0,0.0,0.2,98.0,4.7,"[1362024471, 1362024636, 1362024764, 1362024922, 1362025417]"
16926694@N06,544,30,"[8601060511, 8658741975, 8658738297]",Structure,1538.0,-0.10000000000000002,0.20000000000000004,98.0,4.7,"[1362024130, 1362024161, 1362024161]"
17373191@N00,549,1,"[9251644998, 9251644644, 9251644384]",Sport,3506.0,17.866666666666667,0.0,100.0,11.200000000000001,"[1372747884, 1372750179, 1372750857]"
17373191@N00,549,8,[9248864129],Cultural,1736.0,18.9,0.0,100.0,8.4,[1372758599]
17373191@N00,549,21,[9248861423],Beach,3594.0,20.2,0.0,84.0,6.9,[1372764005]
17373191@N00,549,22,"[9251647226, 9251647016, 9251640540, 9248860767, 9248860391, 9248859971, 9248859637, 9248858945]",Beach,3619.0,19.4125,0.0,88.0,8.2125,"[1372723949, 1372726874, 1372765001, 1372765136, 1372765421, 1372765792, 1372765943, 1372766276]"
17373191@N00,549,28,[9248859333],Structure,936.0,20.2,0.0,84.0,6.9,[1372766056]
18948547@N00,634,22,"[2097819111, 2098598688, 2098600506, 2097828689]",Beach,3619.0,-1.025,0.0,46.75,15.875,"[1197094279, 1197094370, 1197094555, 1197102807]"
18948547@N00,634,23,[2097826091],Shopping,1874.0,-1.1,0.0,40.0,15.2,[1197095381]
18948547@N00,634,28,"[2098602060, 2098605504]",Structure,936.0,-1.0,0.0,36.0,16.35,"[1197094831, 1197098972]"
20075574@N00,675,6,"[3715594924, 3714785617, 3714789299, 3714866871]",Cultural,986.0,20.35,0.0,82.0,9.8,"[1247268480, 1247268900, 1247271840, 1247271900]"
20075574@N00,675,22,"[3715590492, 3715591132, 3714781931, 3714782339]",Beach,3619.0,20.5,0.0,69.5,7.55,"[1247262960, 1247262960, 1247262960, 1247265060]"
20075574@N00,675,25,"[3714786547, 3715596748, 3714787925]",Shopping,1701.0,20.4,0.0,87.0,8.7,"[1247269560, 1247269620, 1247270040]"
20342758@N00,681,4,[6038307625],Sport,3056.0,22.8,0.0,0.0,11.0,[1312003305]
20342758@N00,681,8,"[6038869650, 6038871610, 6038884092, 6038339147, 6038890280, 6038892874, 6038894664]",Cultural,1736.0,23.657142857142855,0.0,0.0,8.428571428571429,"[1312003398, 1312003419, 1312007511, 1312007551, 1312007814, 1312007909, 1312008158]"
20342758@N00,681,16,"[6038302833, 6038896150]",Amusement,3553.0,22.6,0.0,0.0,11.850000000000001,"[1311984140, 1312008338]"
20342758@N00,681,23,"[6038299787, 6038847824]",Shopping,1874.0,21.2,0.0,0.0,16.4,"[1311981888, 1311981936]"
20342758@N00,681,24,"[6038304107, 6038350265, 6038900424]",Shopping,1028.0,23.5,0.0,2.6666666666666665,7.2,"[1311990381, 1312009283, 1312009422]"
20342758@N00,681,28,[6038848380],Structure,936.0,21.3,0.0,0.0,16.4,[1311982214]
20342758@N00,681,30,[6038326693],Structure,1538.0,22.7,0.0,0.0,11.0,[1312003597]
20344209@N00,683,13,"[240055456, 240056222, 240056962, 240057891, 240058800, 240059368, 240060134, 240060736, 240061633, 240062088, 240062474, 240062974, 240063486, 240064069, 240064921, 240066199, 240066869]",Cultural,964.0,14.13529411764706,0.0,72.70588235294117,5.176470588235294,"[1157418856, 1157418940, 1157418963, 1157421897, 1157421945, 1157421989, 1157422318, 1157422528, 1157423198, 1157423459, 1157423479, 1157423549, 1157423561, 1157423935, 1157425496, 1157425738, 1157425751]"
20344209@N00,683,16,"[240067320, 240067808, 240069013, 240069815]",Amusement,3553.0,16.15,0.0,61.25,5.95,"[1157430153, 1157430955, 1157431449, 1157433350]"
20344209@N00,683,29,[240070550],Structure,744.0,18.3,0.0,70.0,4.3,[1157437391]
20456447@N03,687,4,"[7237698694, 7252765558, 7252327012, 7252326464, 7257645080, 7252379098, 7249311662, 7238398964, 7257664334, 7238400702, 7249276496, 7231011104, 7257856730, 7252396748, 7258292190, 7251297482, 7251309652, 7252411316, 7251312174, 7258305976, 7258316298, 7258329106, 7251306066, 7251315344, 7251301854, 7251310886, 7238398310, 7251308588, 7237703688, 7251316328, 7251299612, 7237699402, 7237701682, 7251305214, 7258369076, 7237703022, 7237702280, 7258400456, 7258439814, 7252451652, 7251298794, 7251313128, 7251300820, 7238401384, 7251302984, 7251306984, 7251314184, 7258481548, 7251304330]",Sport,3056.0,11.56734693877551,0.0,0.24489795918367346,3.8081632653061224,"[1337388117, 1337388166, 1337388196, 1337388248, 1337388379, 1337388429, 1337388569, 1337388681, 1337388724, 1337388967, 1337389075, 1337389155, 1337390090, 1337390177, 1337393542, 1337393553, 1337393633, 1337393746, 1337394078, 1337394185, 1337394286, 1337394326, 1337394933, 1337395311, 1337396361, 1337396424, 1337396473, 1337396546, 1337398089, 1337398338, 1337398338, 1337398860, 1337398969, 1337399120, 1337399150, 1337399168, 1337399283, 1337399313, 1337399635, 1337400130, 1337400316, 1337400410, 1337400419, 1337400963, 1337401019, 1337401205, 1337401251, 1337401343, 1337401397]"
20456447@N03,687,7,"[7252786584, 7252796922, 7259485768, 7259486332, 7252977842, 7252791876, 7252977332, 7252978536, 7252976862, 7252975758, 7230840028, 7259487084, 7259405150, 7259487618, 7259406056, 7259406690, 7259407166]",Cultural,2064.0,11.605882352941176,0.0,0.0,6.111764705882353,"[1337381658, 1337381696, 1337381722, 1337381807, 1337381855, 1337381898, 1337381954, 1337381978, 1337381993, 1337382106, 1337382511, 1337382887, 1337383038, 1337383150, 1337383362, 1337383391, 1337383412]"
20456447@N03,687,8,"[7256496320, 7257687452]",Cultural,1736.0,10.8,0.0,0.0,5.4,"[1337389296, 1337389361]"
20456447@N03,687,16,"[7252302804, 7238363116, 7238363826, 7238362452, 7238364578, 7237697792, 7238339286, 7238399830, 7238072104, 7258512558, 7258525484, 7256704280, 7258547802, 7258548982, 7258561528, 7256713412, 7252808214, 7252817310, 7256727132, 7237700856]",Amusement,3553.0,16.994999999999997,0.0,0.3,6.115,"[1337387676, 1337387908, 1337387930, 1337387941, 1337387986, 1337388006, 1337417651, 1337418633, 1337420623, 1337420720, 1337420961, 1337422210, 1337422225, 1337422303, 1337422385, 1337422407, 1337422442, 1337422552, 1337422611, 1337424914]"
20456447@N03,688,3,[7238023066],Sport,688.0,16.1,0.0,0.0,1.1,[1337468776]
20456447@N03,688,6,[7256910256],Cultural,986.0,16.1,0.0,0.0,1.1,[1337471653]
20456447@N03,688,22,"[7238352480, 7256388524]",Beach,3619.0,15.45,0.0,0.0,1.05,"[1337472762, 1337477708]"
20456447@N03,688,29,[7256962294],Structure,744.0,16.0,0.0,0.0,1.1,[1337470153]
20741443@N00,708,7,"[266407449, 266403646, 266403402, 266403181]",Cultural,2064.0,14.575,0.0,8.5,7.2749999999999995,"[1160213392, 1160222961, 1160223650, 1160224452]"
20741443@N00,708,21,"[266405831, 266405542, 266405239]",Beach,3594.0,15.1,0.0,19.0,5.900000000000001,"[1160215990, 1160216187, 1160216293]"
20741443@N00,708,23,"[266406825, 266406569, 266406044]",Shopping,1874.0,14.800000000000002,0.0,34.0,7.8,"[1160214708, 1160214820, 1160215087]"
20741443@N00,708,28,[266406315],Structure,936.0,14.9,0.0,34.0,7.8,[1160214879]
20741443@N00,708,30,"[266404119, 266403915]",Structure,1538.0,14.5,0.0,0.0,5.9,"[1160222055, 1160222178]"
20741443@N00,712,7,"[386146840, 386145946, 383200680, 383199091, 383198613, 383198041, 383197659]",Cultural,2064.0,-13.242857142857144,0.0,6.571428571428571,27.614285714285717,"[1170541310, 1170541387, 1170542971, 1170548792, 1170548805, 1170548879, 1170548979]"
20741443@N00,712,23,"[381367048, 381163751]",Shopping,1874.0,-14.85,0.0,17.5,24.5,"[1170550446, 1170558000]"
20741443@N00,712,30,"[386143096, 386142656]",Structure,1538.0,-13.9,0.0,7.0,26.8,"[1170549887, 1170549893]"
20741443@N00,716,1,[2319701969],Sport,3506.0,-0.2,0.0,88.0,13.8,[1199448606]
20741443@N00,716,7,[2318167734],Cultural,2064.0,-0.2,0.0,88.0,13.8,[1199448522]
20741443@N00,716,21,"[2168651517, 2168650903, 2169447596, 2169449268, 2169450982, 2168660165, 2168659859]",Beach,3594.0,-1.3000000000000003,0.0,94.71428571428571,15.157142857142858,"[1199442900, 1199442960, 1199445109, 1199445843, 1199446466, 1199447640, 1199447710]"
20741443@N00,722,7,[3363996448],Cultural,2064.0,-3.3,0.0,4.0,5.9,[1237169658]
20741443@N00,722,22,"[3369156444, 3363178793]",Beach,3619.0,-1.25,0.0,56.5,8.55,"[1237178011, 1237182264]"
20741443@N00,722,23,[3436758518],Shopping,1874.0,-0.3,0.0,82.0,9.5,[1237181691]
20741443@N00,731,21,[4060119464],Beach,3594.0,7.6,0.0,36.0,15.0,[1256450532]
20741443@N00,731,22,"[4097373090, 4079654670]",Beach,3619.0,7.5,0.0,36.0,15.0,"[1256451358, 1256451407]"
20741443@N00,731,23,[4078894795],Shopping,1874.0,7.6,0.0,36.0,15.0,[1256450876]
20741443@N00,744,21,"[4728684957, 4729332680]",Beach,3594.0,24.6,0.0,100.0,14.3,"[1277280500, 1277280559]"
20741443@N00,744,28,[4736985967],Structure,936.0,18.8,0.0,35.0,10.3,[1277253989]
20741443@N00,744,30,"[4729333658, 4737621820]",Structure,1538.0,24.4,0.0,100.0,14.3,"[1277282689, 1277282803]"
20741443@N00,745,6,[4762656350],Cultural,986.0,18.1,0.0,100.0,21.7,[1277890081]
20741443@N00,745,21,[4762655798],Beach,3594.0,17.3,0.0,99.0,22.4,[1277883455]
20741443@N00,745,30,[4753973524],Structure,1538.0,17.0,0.0,99.0,22.4,[1277882120]
20741443@N00,753,7,[4820097660],Cultural,2064.0,19.9,0.0,0.0,13.4,[1279769351]
20741443@N00,753,23,"[4820095190, 4820096302, 4819475343]",Shopping,1874.0,19.7,0.0,0.0,13.4,"[1279767710, 1279768297, 1279768320]"
20741443@N00,753,28,[4820094646],Structure,936.0,19.6,0.0,1.0,12.5,[1279767219]
20741443@N00,753,30,[4835970001],Structure,1538.0,19.7,0.0,1.0,12.5,[1279764861]
20741443@N00,763,21,[4895556296],Beach,3594.0,20.5,0.0,88.0,10.6,[1281666535]
20741443@N00,763,23,[4900161618],Shopping,1874.0,20.5,0.0,88.0,10.6,[1281666402]
20741443@N00,763,28,[4890002306],Structure,936.0,20.5,0.0,88.0,10.6,[1281666140]
20741443@N00,775,21,[4978710514],Beach,3594.0,18.4,0.0,62.0,12.6,[1284107612]
20741443@N00,775,22,"[4988919074, 4978711860]",Beach,3619.0,17.3,0.0,63.0,14.4,"[1284104807, 1284104886]"
20741443@N00,775,30,[4981209783],Structure,1538.0,17.7,0.0,62.0,12.6,[1284108660]
20741443@N00,778,7,"[5308335321, 4997774860, 5000400328]",Cultural,2064.0,15.0,2.7000000000000006,100.0,22.3,"[1284621772, 1284622216, 1284622331]"
20741443@N00,778,28,[4997773486],Structure,936.0,14.6,2.7,100.0,22.3,[1284623583]
20741443@N00,778,30,"[5016010533, 4997168777, 4999795189]",Structure,1538.0,15.1,3.4,100.0,19.5,"[1284624606, 1284624612, 1284624762]"
20741443@N00,783,7,"[5028585134, 5021680535]",Cultural,2064.0,18.3,0.0,100.0,16.2,"[1285231106, 1285231617]"
20741443@N00,783,21,"[5079833221, 5027971987, 5022286748]",Beach,3594.0,18.5,0.0,100.0,16.633333333333336,"[1285234741, 1285238081, 1285244771]"
20741443@N00,783,22,"[5045232429, 5028590272, 5028594316, 5035188796]",Beach,3619.0,18.1,0.0,100.0,16.6,"[1285247001, 1285247136, 1285247351, 1285248830]"
20741443@N00,783,23,[5045852254],Shopping,1874.0,18.5,0.0,100.0,16.6,[1285245851]
20741443@N00,783,30,[5103355123],Structure,1538.0,18.2,0.0,100.0,16.2,[1285231852]
20741443@N00,786,7,"[5101325756, 5069712373, 5082417139, 5088130122, 5076809183]",Cultural,2064.0,17.86,0.0,100.0,4.4399999999999995,"[1285812617, 1285830722, 1285830733, 1285838472, 1285838619]"
20741443@N00,786,21,"[5045233417, 5040230431, 5040231073, 5040851178, 5040853028, 5040850372, 5040229413, 5040228637]",Beach,3594.0,15.2,0.0,100.0,6.2,"[1285814040, 1285814274, 1285814400, 1285814470, 1285814545, 1285814635, 1285814747, 1285814851]"
20741443@N00,786,23,[5088129278],Shopping,1874.0,15.2,0.0,100.0,6.2,[1285813611]
20741443@N00,786,28,[5043506982],Structure,936.0,15.2,0.0,100.0,6.2,[1285815544]
20741443@N00,790,21,"[5060947605, 5061556032, 5060943945, 5060946853, 5060944279, 5060945009, 5061556642]",Beach,3594.0,12.9,0.0,25.0,16.1,"[1286415060, 1286415324, 1286415570, 1286415751, 1286415797, 1286415898, 1286415941]"
20741443@N00,790,23,[5065997215],Shopping,1874.0,12.9,0.0,25.0,16.1,[1286414838]
20741443@N00,790,28,[5087533169],Structure,936.0,13.0,0.0,25.0,16.1,[1286414565]
20741443@N00,807,7,"[5188924898, 5193364459]",Cultural,2064.0,4.9,0.0,100.0,9.8,"[1290062330, 1290062432]"
