userID,seqID,poiID,photoID,poiTheme,poiFreq,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h),dateTaken
12284993@N00,158,236,"[2233713502, 2232924703, 2233713624]",Retail,94.0,13.5,0.0,98.0,12.6,"[1197711178, 1197711388, 1197711432]"
12284993@N00,158,241,"[2232924841, 2232924925, 2233713844]",Place Of Assembly,23.0,14.266666666666666,0.0,100.0,14.0,"[1197699658, 1197700686, 1197705157]"
12284993@N00,163,62,[2287755119],Place Of Assembly,113.0,24.8,2.9,94.0,13.7,[1198103767]
12284993@N00,163,97,"[2281841906, 2281051163]",Office,148.0,18.8,0.0,100.0,4.2,"[1198137923, 1198138430]"
12284993@N00,163,188,[2281841672],Place of Worship,225.0,18.8,1.1,60.0,4.1,[1198126567]
12284993@N00,163,190,[2281050943],Transport,351.0,18.4,0.2,100.0,4.9,[1198131544]
12284993@N00,163,213,"[2281050731, 2281841594]",Leisure/Recreation,105.0,21.2,2.6,97.0,6.1,"[1198114003, 1198114287]"
12284993@N00,163,230,"[2281841756, 2281051059]",Community Use,476.0,18.6,0.0,100.0,5.5,"[1198136799, 1198137392]"
12505664@N00,167,57,[8127344141],Place Of Assembly,58.0,12.0,0.0,88.0,10.9,[1351305650]
12505664@N00,167,131,[8127017641],Place Of Assembly,331.0,13.4,0.0,98.0,16.4,[1351292564]
12505664@N00,167,215,[8126487089],Transport,12.0,13.3,0.0,100.0,17.6,[1351270842]
12505664@N00,167,230,[8126944773],Community Use,476.0,14.0,0.0,100.0,17.2,[1351289197]
12505664@N00,167,231,[8126938125],Place Of Assembly,121.0,13.9,0.0,100.0,17.2,[1351288883]
13233236@N04,186,37,"[4554430041, 4554485139, 4555412435]",Community Use,18.0,14.800000000000002,0.0,54.0,12.0,"[1269160783, 1269160940, 1269161044]"
13233236@N04,186,90,[4556075622],Community Use,396.0,14.3,0.0,69.0,12.4,[1269164111]
13233236@N04,186,117,"[4554297883, 4554960114, 4554373671]",Specialist Residential Accommodation,22.0,14.800000000000002,0.0,54.0,12.0,"[1269160042, 1269160171, 1269160316]"
13233236@N04,190,14,[4748891163],Place of Worship,84.0,7.6,0.4,44.0,9.2,[1277519288]
13233236@N04,190,61,[4749540942],Transport,122.0,7.8,0.4,44.0,9.2,[1277518442]
13233236@N04,190,97,"[4754833959, 4754812331]",Office,148.0,8.4,0.5,51.0,7.7,"[1277517147, 1277517514]"
13233236@N04,190,99,[4754822893],Leisure/Recreation,386.0,8.4,0.5,51.0,7.7,[1277517251]
13233236@N04,190,190,[4749543440],Transport,351.0,7.8,0.4,44.0,9.2,[1277517996]
13233236@N04,190,230,"[4748537741, 4749546336]",Community Use,476.0,8.1,0.45,47.5,8.45,"[1277517096, 1277517884]"
13233236@N04,190,231,"[4755441976, 4748914277, 4749554498, 4749550762, 4749548522]",Place Of Assembly,121.0,8.040000000000001,0.44000000000000006,46.8,8.6,"[1277517556, 1277517593, 1277517686, 1277517736, 1277517767]"
14021337@N00,246,12,"[5732729437, 5733280862, 5732742517, 5732749687, 5732756109, 5732762785]",Place of Worship,95.0,11.699999999999998,0.0,1.0,12.300000000000002,"[1294041699, 1294041758, 1294041789, 1294041868, 1294041988, 1294042005]"
14021337@N00,246,188,[5732700481],Place of Worship,225.0,13.4,0.0,10.0,14.6,[1294028865]
14021337@N00,246,236,"[5732776875, 5733328824]",Retail,94.0,11.7,0.0,1.0,12.3,"[1294042093, 1294042296]"
14136614@N03,264,11,"[12658570963, 12658569103]",Place of Worship,35.0,19.3,2.6,100.0,16.9,"[1386083308, 1386083321]"
14136614@N03,264,177,"[12439812925, 12440291894, 12440288574, 12471801254, 12471799224, 12485371124]",Place Of Assembly,133.0,19.21666666666667,0.6,99.66666666666667,15.950000000000001,"[1386057419, 1386057440, 1386057456, 1386057514, 1386057527, 1386057655]"
14136614@N03,264,235,[11203965606],Retail,529.0,19.2,0.7,100.0,15.3,[1386056206]
14136614@N03,264,241,[12502658043],Place Of Assembly,23.0,19.8,0.1,98.0,19.2,[1386057741]
14197203@N05,286,56,[8455291704],Place Of Assembly,12.0,16.3,0.0,0.0,14.8,[1358569026]
14197203@N05,286,136,"[8454196615, 8454196747]",Transport,327.0,20.3,0.0,0.0,21.3,"[1358552519, 1358552658]"
14197203@N05,286,161,"[8455291082, 8455291216]",Transport,39.0,20.4,0.0,0.0,21.3,"[1358553006, 1358553030]"
14197203@N05,295,88,[9213480125],Place Of Assembly,53.0,11.0,0.0,39.0,14.7,[1372565364]
14197203@N05,295,129,[9216255014],Community Use,35.0,10.5,0.0,33.0,14.5,[1372573566]
14197203@N05,295,130,[9216254682],Community Use,226.0,11.0,0.0,39.0,14.7,[1372565422]
14197203@N05,298,5,[9412930173],Place of Worship,52.0,11.5,0.0,100.0,27.7,[1374902320]
14197203@N05,298,116,[9413810393],Place Of Assembly,3.0,11.4,0.0,100.0,26.2,[1374894823]
14197203@N05,298,164,[9416161690],Transport,70.0,11.4,0.0,100.0,27.7,[1374902584]
15213592@N03,329,70,[8082681896],Leisure/Recreation,291.0,9.9,0.0,100.0,6.5,[1349420322]
15213592@N03,329,97,"[8084996186, 8084997416, 8085002447]",Office,148.0,9.3,0.0,100.0,6.900000000000001,"[1349422474, 1349422489, 1349422680]"
15213592@N03,329,185,"[8082684472, 8082691725, 8082687506, 8082688862, 8082689948, 8082697049]",Leisure/Recreation,62.0,9.3,0.0,100.0,6.900000000000001,"[1349420517, 1349420652, 1349420664, 1349420677, 1349420688, 1349420884]"
15213592@N03,329,190,"[8084983566, 8084986297, 8084987301, 8084986278, 8084989015]",Transport,351.0,9.3,0.0,100.0,6.9,"[1349421949, 1349421960, 1349422009, 1349422059, 1349422131]"
15213592@N03,329,218,[8082683088],Purpose Built,287.0,9.3,0.0,100.0,6.9,[1349420498]
15213592@N03,329,228,"[8082703895, 8082705523]",Leisure/Recreation,156.0,9.4,0.0,100.0,6.9,"[1349421320, 1349421402]"
15213592@N03,329,230,"[8084988840, 8084991329, 8084992437, 8084993635, 8084994973, 8084996315, 8084998666, 8084999800]",Community Use,476.0,9.3,0.0,100.0,6.9,"[1349422199, 1349422214, 1349422234, 1349422336, 1349422347, 1349422352, 1349422540, 1349422545]"
16767930@N05,336,88,[2621455898],Place Of Assembly,53.0,12.4,0.0,36.0,33.4,[1214718874]
16767930@N05,336,93,[3115404960],Leisure/Recreation,20.0,12.7,0.0,98.0,35.2,[1214708874]
16767930@N05,336,131,"[2621375078, 3115364122]",Place Of Assembly,331.0,12.2,0.0,1.0,33.1,"[1214719562, 1214719857]"
16767930@N05,336,150,"[3115384456, 3115404988, 3114511067]",Community Use,258.0,12.6,0.0,93.33333333333333,34.96666666666667,"[1214710497, 1214710663, 1214713523]"
16767930@N05,336,230,[2620575663],Community Use,476.0,12.7,0.0,100.0,35.6,[1214708183]
16867627@N06,338,4,"[8231545075, 8231544273, 8232605052, 8232604360, 8232603536, 8232603192, 8231541283, 8232602320]",Leisure/Recreation,96.0,26.0,0.0,0.0,11.3,"[1354054103, 1354054122, 1354054202, 1354054242, 1354054277, 1354054374, 1354054469, 1354054503]"
16867627@N06,338,16,[8231536647],Place of Worship,18.0,26.4,0.0,0.0,10.9,[1354058345]
16867627@N06,338,17,"[8232597736, 8232597370, 8231535293]",Place of Worship,48.0,26.5,0.0,0.0,10.9,"[1354058474, 1354058513, 1354058546]"
16867627@N06,338,124,"[8232600766, 8231538907, 8231538457, 8231537891, 8231537469]",Place Of Assembly,187.0,26.0,0.0,0.0,11.3,"[1354055164, 1354055172, 1354055534, 1354055595, 1354055672]"
16867627@N06,338,136,"[8232579892, 8231517259, 8232578632]",Transport,327.0,26.5,0.0,0.0,10.9,"[1354059284, 1354059316, 1354059368]"
16867627@N06,338,159,"[8231534807, 8231533497]",Transport,27.0,26.5,0.0,0.0,10.9,"[1354058722, 1354059190]"
16867627@N06,338,160,"[8232595660, 8231516025]",Transport,20.0,26.5,0.0,0.0,10.9,"[1354058785, 1354059440]"
16867627@N06,338,162,"[8231547573, 8231546893]",Transport,13.0,26.4,0.0,0.0,9.9,"[1354053137, 1354053229]"
16867627@N06,338,174,[8231549215],Leisure/Recreation,24.0,26.4,0.0,0.0,9.9,[1354052634]
16867627@N06,339,47,"[8232845262, 8232829426, 8231782221, 8232843938, 8232843552, 8232842950, 8232842420, 8232840880, 8232840626]",Retail,473.0,23.9,0.0,100.0,7.800000000000001,"[1354228411, 1354228449, 1354228553, 1354228594, 1354228748, 1354228761, 1354228823, 1354229203, 1354229231]"
16867627@N06,339,48,[8231773085],Education Centre,21.0,23.6,0.0,98.0,1.8,[1354233934]
16867627@N06,339,55,[8232837794],Place Of Assembly,40.0,23.5,0.0,100.0,4.3,[1354231834]
16867627@N06,339,70,[8232832090],Leisure/Recreation,291.0,23.9,0.0,98.0,1.8,[1354236270]
16867627@N06,339,97,"[8231776647, 8231776163, 8231774495]",Office,148.0,23.5,0.0,100.0,4.3,"[1354231674, 1354231719, 1354233002]"
16867627@N06,339,106,[8232832650],Vacant Land,35.0,23.3,0.0,98.0,1.8,[1354235548]
16867627@N06,339,129,[8231769261],Community Use,35.0,23.8,0.0,98.0,1.8,[1354237139]
16867627@N06,339,173,[8232834988],Place Of Assembly,13.0,23.6,0.0,98.0,1.8,[1354234006]
16867627@N06,339,179,"[8232834640, 8232834266]",Place Of Assembly,44.0,23.6,0.0,98.0,1.8,"[1354234082, 1354234114]"
16867627@N06,339,185,[8231767353],Leisure/Recreation,62.0,23.7,0.0,94.0,4.9,[1354239123]
16867627@N06,339,189,[8231777075],Place Of Assembly,765.0,23.4,0.0,100.0,4.3,[1354231630]
16867627@N06,339,190,[8231767693],Transport,351.0,23.6,0.0,94.0,4.9,[1354238705]
16867627@N06,339,221,"[8231785599, 8231785105, 8231783711]",Community Use,9.0,23.8,0.0,100.0,7.8,"[1354227069, 1354227080, 1354227678]"
16867627@N06,339,230,[8232838174],Community Use,476.0,23.5,0.0,100.0,4.3,[1354231796]
16921893@N00,342,4,"[8621693226, 8620592219, 8620593425]",Leisure/Recreation,96.0,18.1,0.0,100.0,7.400000000000001,"[1225243599, 1225243662, 1225243698]"
16921893@N00,342,124,"[8621670956, 8621681754, 8620583099, 8621682450, 8621680322, 8621600542, 8621601864, 8620502615, 8620583779]",Place Of Assembly,187.0,19.155555555555555,0.0,100.0,9.488888888888889,"[1225229563, 1225239318, 1225239503, 1225239559, 1225239991, 1225242226, 1225242321, 1225242397, 1225242944]"
16921893@N00,342,125,[8620580987],Place Of Assembly,116.0,18.1,0.0,100.0,7.4,[1225243032]
17211040@N00,360,165,"[11264321513, 11264278594, 11264262646, 11264261826, 11264261096, 11021354675, 11021379245, 11021426365, 11021541346]",Transport,42.0,12.944444444444445,0.0,42.0,14.433333333333334,"[1385272740, 1385272764, 1385272817, 1385272837, 1385273103, 1385273661, 1385273792, 1385274033, 1385274186]"
17211040@N00,360,189,"[11018453844, 11021609585, 11021849043, 11021875073]",Place Of Assembly,765.0,13.225,0.0,51.0,14.575000000000001,"[1385258449, 1385275034, 1385275205, 1385275356]"
17211040@N00,360,201,[11021596606],Mixed Use,104.0,12.9,0.0,44.0,14.3,[1385274492]
18935424@N00,379,35,"[7164341965, 7349552978]",Community Use,349.0,10.5,0.0,98.0,3.1,"[1338181722, 1338181851]"
18935424@N00,379,55,[7421062980],Place Of Assembly,40.0,10.9,0.0,100.0,0.8,[1338177453]
18935424@N00,379,84,[7583718224],Mixed Use,336.0,10.8,0.0,100.0,1.8,[1338180497]
18935424@N00,379,88,[7449126704],Place Of Assembly,53.0,10.8,0.0,100.0,1.8,[1338179935]
18935424@N00,379,190,[7421063486],Transport,351.0,10.9,0.0,100.0,0.8,[1338176890]
19289077@N00,382,35,"[13689863013, 13689818265]",Community Use,349.0,14.6,0.0,99.0,14.2,"[1392968020, 1392968105]"
19289077@N00,382,51,"[13444271934, 13443884545, 13443875725, 13444242864, 13444233414]",Place Of Assembly,97.0,14.5,0.0,100.0,15.2,"[1392962806, 1392963433, 1392963594, 1392963617, 1392963850]"
19289077@N00,382,131,[13982215834],Place Of Assembly,331.0,14.8,0.0,99.0,14.2,[1392969288]
19289077@N00,382,190,"[13736218194, 13958671926]",Transport,351.0,14.7,0.0,99.0,14.2,"[1392968430, 1392968578]"
19289077@N00,382,202,"[13690246804, 13689910143, 13689853965, 13690190804, 13689835365]",Transport,358.0,14.6,0.0,100.0,15.2,"[1392964271, 1392965060, 1392965184, 1392965193, 1392965744]"
19289077@N00,382,213,[13736194004],Leisure/Recreation,105.0,14.6,0.0,100.0,14.2,[1392972051]
21929094@N02,444,4,[2286656799],Leisure/Recreation,96.0,18.2,0.0,47.0,19.6,[1203644457]
21929094@N02,444,65,[2286659921],Community Use,500.0,15.0,0.5,78.0,19.8,[1203653454]
21929094@N02,444,98,[2287442010],Place Of Assembly,100.0,20.4,0.0,52.0,28.1,[1203635147]
21929094@N02,444,124,"[2286870695, 2286871115, 2287444098, 2287444656, 2287445306, 2286659231]",Place Of Assembly,187.0,17.333333333333332,0.0,82.33333333333333,22.333333333333332,"[1203644922, 1203645515, 1203645953, 1203646707, 1203648523, 1203648554]"
22670857@N03,471,188,[9003017110],Place of Worship,225.0,12.5,0.0,62.0,18.0,[1370798228]
22670857@N03,471,189,"[9003298482, 9002128435]",Place Of Assembly,765.0,12.4,0.0,62.0,18.0,"[1370800565, 1370800629]"
22670857@N03,471,190,[9001333337],Transport,351.0,10.7,0.0,84.0,17.0,[1370794113]
22670857@N03,472,99,[9014945010],Leisure/Recreation,386.0,14.0,0.0,100.0,8.9,[1370908649]
22670857@N03,472,150,[9013611047],Community Use,258.0,13.9,0.0,100.0,8.9,[1370906960]
22670857@N03,472,230,[9013625141],Community Use,476.0,14.0,0.0,100.0,8.9,[1370907125]
22670857@N03,473,98,[9081198629],Place Of Assembly,100.0,12.3,0.0,3.0,11.0,[1371591889]
22670857@N03,473,130,[9081290899],Community Use,226.0,12.0,0.0,2.0,8.9,[1371593086]
22670857@N03,473,135,[9083508904],Leisure/Recreation,34.0,12.1,0.0,2.0,8.9,[1371593042]
22670857@N03,481,38,"[9380272583, 9383244362]",Community Use,455.0,14.9,0.0,100.0,26.25,"[1374958215, 1374961395]"
22670857@N03,481,84,[9380465089],Mixed Use,336.0,15.2,0.0,100.0,25.3,[1374961454]
22670857@N03,481,152,"[9382159380, 9379378673, 9379430103]",Leisure/Recreation,156.0,13.300000000000002,0.0,100.0,30.600000000000005,"[1374945202, 1374945246, 1374945912]"
22852813@N04,526,4,"[4526510756, 4525882279, 4526515290, 4525886723, 4525889177, 4526522312, 4526524480, 4526526244, 4526528190, 4526530328, 4526532424, 4525903463, 4525904919, 4525906215, 4526538452, 4525908977, 4525911615, 4526544070, 4525915239, 4525917333, 4525918579, 4525920487, 4525922091, 4525923457, 4525925343]",Leisure/Recreation,96.0,19.348,0.0,99.0,6.9639999999999995,"[1270346336, 1270346346, 1270346353, 1270346360, 1270346378, 1270346383, 1270346391, 1270346405, 1270346412, 1270346418, 1270346427, 1270346435, 1270346461, 1270346476, 1270346483, 1270346492, 1270346503, 1270346511, 1270346521, 1270346526, 1270346533, 1270346538, 1270346550, 1270346560, 1270346588]"
22852813@N04,526,50,"[4527171060, 4527171936]",Leisure/Recreation,12.0,18.9,0.0,99.0,7.3,"[1270349342, 1270349354]"
22852813@N04,526,72,"[4527216370, 4527217114, 4527218194, 4526596261]",Community Use,20.0,16.0,0.0,100.0,6.8,"[1270357499, 1270357507, 1270357532, 1270357756]"
22852813@N04,526,84,"[4526575795, 4527206002, 4526577611, 4526578679, 4526579443, 4527209178, 4526580881, 4527210890, 4527211614, 4526583193, 4527213442, 4527214202, 4526585753, 4526636479, 4526639163, 4527905207, 4527916967, 4528559714, 4527935445, 4528666108, 4528680052, 4528053227, 4528066031, 4528070731, 4528754744, 4528125659, 4528822468, 4528824780, 4528826528, 4528828608, 4528833148, 4528849884, 4528220993, 4528275995, 4528278137, 4528279877, 4528282575, 4528917948, 4528920908, 4528291495, 4528927204, 4528929494, 4528931590, 4528301387, 4528304097, 4528939524, 4528310017, 4528945140, 4528315425, 4528949534, 4528952298, 4528954788]",Mixed Use,336.0,16.1,0.0,100.0,6.799999999999999,"[1270357246, 1270357301, 1270357310, 1270357316, 1270357330, 1270357342, 1270357348, 1270357354, 1270357364, 1270357375, 1270357406, 1270357412, 1270357415, 1270358211, 1270358216, 1270358425, 1270358438, 1270358442, 1270358449, 1270358612, 1270359424, 1270359431, 1270359571, 1270359576, 1270359844, 1270359855, 1270359876, 1270359888, 1270359899, 1270359931, 1270359939, 1270360095, 1270360101, 1270360305, 1270360476, 1270360491, 1270360496, 1270360509, 1270360533, 1270360539, 1270360544, 1270360560, 1270360566, 1270360575, 1270360605, 1270360615, 1270360619, 1270360626, 1270360652, 1270360666, 1270360684, 1270360695]"
22852813@N04,526,124,[4525956329],Place Of Assembly,187.0,18.9,0.0,99.0,7.3,[1270346848]
22852813@N04,526,125,"[4526592100, 4525963229, 4526594318, 4525965169, 4525966699, 4525968067, 4526599598, 4526601248, 4526602508, 4525973901, 4525975273, 4525976467, 4525977843, 4525978933, 4526610190, 4525981287, 4526612384, 4526613280, 4526614432, 4525985711, 4526616812, 4527102040, 4527102434, 4526472569, 4526473451, 4526474193, 4526474861, 4527105854, 4527106616, 4526476903, 4526477669, 4526478345, 4526478997, 4527109934, 4526480491, 4527111386, 4527112206, 4526482547, 4527113204, 4526483801, 4527114740, 4526485387, 4527116112, 4526486843, 4526487413, 4527117938, 4527162592, 4527167024, 4526538007, 4526538745, 4526539569, 4526540363, 4526543335, 4527173630, 4527174688, 4526550611, 4526551455, 4527182140, 4527183234, 4527184148, 4526555421, 4527186218, 4526557431, 4526558519, 4526559381, 4526560493, 4527191248, 4527192188, 4527193186, 4526564447, 4527194750, 4527195952]",Place Of Assembly,116.0,18.77361111111111,0.0,98.80555555555556,7.368055555555555,"[1270347401, 1270347411, 1270347426, 1270347445, 1270347460, 1270347469, 1270347481, 1270347507, 1270347510, 1270347525, 1270347569, 1270347577, 1270347585, 1270347591, 1270347611, 1270347653, 1270347660, 1270347679, 1270347738, 1270347756, 1270347780, 1270347810, 1270347817, 1270347983, 1270347999, 1270348017, 1270348024, 1270348077, 1270348118, 1270348144, 1270348149, 1270348154, 1270348165, 1270348169, 1270348204, 1270348212, 1270348228, 1270348275, 1270348280, 1270348363, 1270348378, 1270348386, 1270348392, 1270348407, 1270348413, 1270348421, 1270349212, 1270349305, 1270349312, 1270349316, 1270349322, 1270349336, 1270349413, 1270349421, 1270349426, 1270349599, 1270349684, 1270349791, 1270349803, 1270349850, 1270349859, 1270349884, 1270349888, 1270349907, 1270349999, 1270350016, 1270350021, 1270350030, 1270350181, 1270350197, 1270350576, 1270350581]"
22852813@N04,526,185,"[4528692208, 4528747698, 4528117593, 4528836534, 4528837692, 4528843502, 4528213833, 4528231353, 4528867300, 4528239515, 4528875248, 4528247429]",Leisure/Recreation,62.0,16.1,0.0,100.0,6.8,"[1270359437, 1270359794, 1270359798, 1270359963, 1270359970, 1270359994, 1270360011, 1270360144, 1270360150, 1270360168, 1270360170, 1270360178]"
22852813@N04,526,187,"[4528262393, 4528898422, 4528270115, 4528906368]",Place Of Assembly,56.0,16.0,0.0,100.0,6.8,"[1270360221, 1270360228, 1270360234, 1270360245]"
22852813@N04,526,220,"[4525940665, 4526572190, 4526574806, 4525946059, 4526577460, 4525948655, 4526580440, 4526581570, 4526582832, 4525954275, 4526585630]",Place Of Assembly,197.0,18.9,0.0,99.0,7.3,"[1270346709, 1270346713, 1270346776, 1270346784, 1270346790, 1270346797, 1270346800, 1270346802, 1270346805, 1270346807, 1270346844]"
22852813@N04,526,228,"[4526589673, 4527220502, 4526592407, 4526593661, 4527224462]",Leisure/Recreation,156.0,16.2,0.0,100.0,6.8,"[1270357543, 1270357675, 1270357679, 1270357703, 1270357705]"
22853276@N05,530,98,[2367477153],Place Of Assembly,100.0,9.4,0.0,53.0,7.2,[1206623188]
22853276@N05,530,131,"[2367476193, 2368313352]",Place Of Assembly,331.0,9.6,0.0,53.0,7.2,"[1206623142, 1206623792]"
22853276@N05,530,133,[2368312482],Leisure/Recreation,61.0,9.5,0.0,53.0,7.2,[1206623650]
22853276@N05,534,84,[8422745913],Mixed Use,336.0,15.6,0.0,99.0,21.9,[1359366495]
22853276@N05,534,98,[8422735781],Place Of Assembly,100.0,15.5,0.0,99.0,21.9,[1359365273]
22853276@N05,534,133,[8423823324],Leisure/Recreation,61.0,15.6,0.0,99.0,21.9,[1359364632]
22853276@N05,534,185,[8422780805],Leisure/Recreation,62.0,15.3,0.0,100.0,21.7,[1359368270]
22853276@N05,534,187,[8422767113],Place Of Assembly,56.0,15.2,0.0,100.0,21.7,[1359367806]
22853276@N05,534,224,[8422749681],Mixed Use,137.0,15.6,0.0,99.0,21.9,[1359366594]
22853276@N05,534,228,[8422753063],Leisure/Recreation,156.0,15.6,0.0,99.0,21.9,[1359367038]
22853276@N05,534,232,"[8423919984, 8422789843]",Transport,87.0,15.2,0.0,100.0,21.7,"[1359370296, 1359370540]"
22853276@N05,535,134,"[11116254023, 11116138374, 11116279693]",Leisure/Recreation,62.0,12.633333333333333,0.0,81.33333333333333,13.800000000000002,"[1385709960, 1385711165, 1385712555]"
22853276@N05,535,135,"[11116165654, 11116175104, 11116167876, 11116200524, 11116154055, 11116165935, 11116238904]",Leisure/Recreation,34.0,12.5,0.0,88.0,13.8,"[1385712974, 1385713380, 1385713653, 1385714147, 1385715336, 1385715399, 1385715416]"
22853276@N05,535,230,"[11116081526, 11116117124]",Community Use,476.0,12.7,0.0,68.0,14.15,"[1385708075, 1385708452]"
23806189@N00,571,35,[6914921989],Community Use,349.0,15.9,0.0,1.0,3.3,[1328170390]
23806189@N00,571,223,"[6914919527, 6914920119]",Leisure/Recreation,204.0,17.0,0.0,0.0,8.2,"[1328160672, 1328161373]"
23806189@N00,571,224,[6914918829],Mixed Use,137.0,17.0,0.0,0.0,8.2,[1328159818]
23809369@N08,574,3,"[9688060815, 9691303064, 9688064571, 9691306970]",Place Of Assembly,8.0,11.5,0.0,27.0,9.6,"[1356435140, 1356435238, 1356435271, 1356435355]"
23809369@N08,574,29,[9691309162],Place of Worship,57.0,11.5,0.0,27.0,9.6,[1356435435]
23809369@N08,574,35,"[9688035909, 9691277922, 9688038995]",Community Use,349.0,17.9,0.0,85.0,27.2,"[1356392877, 1356392963, 1356393003]"
23809369@N08,574,84,[9691284888],Mixed Use,336.0,15.1,0.0,19.0,17.7,[1356405518]
23809369@N08,574,90,"[9691280822, 9691282198]",Community Use,396.0,17.0,0.0,69.0,26.1,"[1356393944, 1356394019]"
23809369@N08,574,99,"[9688019799, 9691262780, 9688024375, 9688025897, 9691267222]",Leisure/Recreation,386.0,18.7,0.0,71.0,26.7,"[1356389241, 1356389665, 1356389704, 1356389769, 1356389997]"
23809369@N08,574,131,[9691297590],Place Of Assembly,331.0,12.6,0.0,53.0,10.7,[1356429324]
23809369@N08,574,188,"[9688028561, 9688029805, 9688031031, 9688054887, 9691296216]",Place of Worship,225.0,15.8,0.0,72.2,20.6,"[1356390203, 1356390299, 1356390406, 1356426723, 1356426739]"
23809369@N08,574,228,[9688048009],Leisure/Recreation,156.0,15.2,0.0,19.0,17.7,[1356405859]
23809369@N08,574,230,"[9688016687, 9691258036]",Community Use,476.0,18.8,0.0,71.0,26.7,"[1356388862, 1356389084]"
23809369@N08,574,231,[9688021199],Place Of Assembly,121.0,18.7,0.0,71.0,26.7,[1356389407]
23809369@N08,575,4,[9691320952],Leisure/Recreation,96.0,16.0,0.0,15.0,15.5,[1356580013]
23809369@N08,575,47,[9691319800],Retail,473.0,18.0,0.0,77.0,26.0,[1356569735]
23809369@N08,575,62,"[9691327132, 9688087617]",Place Of Assembly,113.0,15.6,0.0,36.0,12.7,"[1356585543, 1356585568]"
23809369@N08,575,87,"[9688090429, 9691332234, 9691333360, 9688094103, 9691335976]",Place of Worship,81.0,15.5,0.0,36.0,12.7,"[1356586796, 1356586934, 1356587412, 1356587822, 1356587908]"
23809369@N08,575,124,[9691324448],Place Of Assembly,187.0,15.7,0.0,33.0,13.8,[1356581323]
23809369@N08,575,136,[9691329436],Transport,327.0,15.5,0.0,36.0,12.7,[1356585789]
23809369@N08,575,208,[9688085219],Leisure/Recreation,51.0,15.6,0.0,36.0,12.7,[1356585254]
23809369@N08,575,216,[9691337690],Place Of Assembly,25.0,15.6,0.0,50.0,10.8,[1356588838]
