photoID,userID,dateTaken,poiID,poiTheme,poiFreq,seqID,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h),dateTaken_og
8494250278,10218635@N06,1361155807,21,Beach,3594.0,33,-16.5,0.0,22.0,10.3,1361155807
8493149097,10218635@N06,1361155807,21,Beach,3594.0,33,-16.5,0.0,22.0,10.3,1361155807
8494162840,10218635@N06,1361158664,25,Shopping,1701.0,33,-16.7,0.0,40.0,9.7,1361158664
8493017309,10218635@N06,1361162713,25,Shopping,1701.0,33,-17.4,0.0,97.0,7.2,1361162713
901938233,10502709@N05,1180745959,7,Cultural,2064.0,58,16.4,0.0,31.0,3.7,1180745959
902796036,10502709@N05,1180749173,7,Cultural,2064.0,58,15.9,0.0,30.0,0.8,1180749173
902799728,10502709@N05,1180751261,7,Cultural,2064.0,58,15.4,0.0,38.0,1.1,1180751261
901950765,10502709@N05,1180762851,11,Cultural,4142.0,58,19.5,0.0,6.0,1.8,1180762851
902813106,10502709@N05,1180764267,27,Shopping,631.0,58,20.8,0.0,0.0,3.6,1180764267
901957187,10502709@N05,1180764509,27,Shopping,631.0,58,20.8,0.0,0.0,3.6,1180764509
902806274,10502709@N05,1180812368,11,Cultural,4142.0,59,15.8,0.0,90.0,6.8,1180812368
902806672,10502709@N05,1180812378,11,Cultural,4142.0,59,15.8,0.0,90.0,6.8,1180812378
901951591,10502709@N05,1180812474,11,Cultural,4142.0,59,15.8,0.0,90.0,6.8,1180812474
902808338,10502709@N05,1180812942,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180812942
901952477,10502709@N05,1180813038,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180813038
901952951,10502709@N05,1180813348,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180813348
901953305,10502709@N05,1180813367,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180813367
901954153,10502709@N05,1180813481,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180813481
902811006,10502709@N05,1180813989,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180813989
902811510,10502709@N05,1180814091,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180814091
901955819,10502709@N05,1180814296,27,Shopping,631.0,59,15.8,0.0,90.0,6.8,1180814296
2527040098,10502709@N05,1211634164,28,Structure,936.0,67,17.5,0.0,68.0,15.6,1211634164
2527051236,10502709@N05,1211639598,28,Structure,936.0,67,17.1,0.0,5.0,13.0,1211639598
2527063346,10502709@N05,1211641405,28,Structure,936.0,67,16.5,0.0,0.0,12.3,1211641405
2526258507,10502709@N05,1211641612,23,Shopping,1874.0,67,16.5,0.0,0.0,12.3,1211641612
2526263063,10502709@N05,1211641779,23,Shopping,1874.0,67,16.5,0.0,0.0,12.3,1211641779
2527104166,10502709@N05,1211645918,23,Shopping,1874.0,67,15.4,0.0,0.0,11.5,1211645918
2526285615,10502709@N05,1211646422,23,Shopping,1874.0,67,15.4,0.0,0.0,11.5,1211646422
2526305343,10502709@N05,1211646745,23,Shopping,1874.0,67,15.4,0.0,0.0,11.5,1211646745
2527130262,10502709@N05,1211647414,22,Beach,3619.0,67,15.3,0.0,0.0,11.5,1211647414
2526343239,10502709@N05,1211649339,22,Beach,3619.0,67,13.9,0.0,0.0,12.0,1211649339
2527190942,10502709@N05,1211649578,22,Beach,3619.0,67,13.9,0.0,0.0,12.0,1211649578
2526396031,10502709@N05,1211651552,28,Structure,936.0,67,14.0,0.0,0.0,12.0,1211651552
4038544015,10502709@N05,1255753089,22,Beach,3619.0,71,2.8,0.0,100.0,13.1,1255753089
4040674158,10502709@N05,1255753362,28,Structure,936.0,71,2.9,0.0,100.0,13.1,1255753362
4044019699,10502709@N05,1255753587,28,Structure,936.0,71,2.9,0.0,100.0,13.1,1255753587
4044772672,10502709@N05,1255753697,28,Structure,936.0,71,2.9,0.0,100.0,13.1,1255753697
4044031247,10502709@N05,1255754148,23,Shopping,1874.0,71,2.9,0.0,100.0,13.1,1255754148
4044035173,10502709@N05,1255754920,21,Beach,3594.0,71,2.9,0.0,100.0,13.1,1255754920
5341832470,10502709@N05,1280034591,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280034591
5341836022,10502709@N05,1280035224,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035224
5341839944,10502709@N05,1280035270,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035270
5341231215,10502709@N05,1280035301,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035301
5341846500,10502709@N05,1280035385,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035385
5341850812,10502709@N05,1280035447,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035447
5341853200,10502709@N05,1280035675,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035675
5341244405,10502709@N05,1280035792,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280035792
5341859036,10502709@N05,1280036265,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280036265
5341861552,10502709@N05,1280036766,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280036766
5341865282,10502709@N05,1280037020,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280037020
5341256753,10502709@N05,1280037306,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280037306
5341264281,10502709@N05,1280037472,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280037472
5341872052,10502709@N05,1280037493,25,Shopping,1701.0,75,21.9,0.0,99.0,13.7,1280037493
5341888788,10502709@N05,1280037838,25,Shopping,1701.0,75,22.6,0.0,99.0,12.4,1280037838
5341280903,10502709@N05,1280037868,25,Shopping,1701.0,75,22.6,0.0,99.0,12.4,1280037868
5341267965,10502709@N05,1280038836,25,Shopping,1701.0,75,22.6,0.0,99.0,12.4,1280038836
5341883538,10502709@N05,1280038845,25,Shopping,1701.0,75,22.6,0.0,99.0,12.4,1280038845
5341274777,10502709@N05,1280038977,25,Shopping,1701.0,75,22.6,0.0,99.0,12.4,1280038977
5341283391,10502709@N05,1280045552,6,Cultural,986.0,75,24.6,0.0,19.0,14.3,1280045552
6834531182,10627620@N06,1331605212,3,Sport,688.0,99,10.7,0.0,51.0,14.2,1331605212
6980658967,10627620@N06,1331610248,23,Shopping,1874.0,99,9.7,0.0,6.0,14.4,1331610248
6834530954,10627620@N06,1331610377,23,Shopping,1874.0,99,9.7,0.0,6.0,14.4,1331610377
6980658821,10627620@N06,1331612583,27,Shopping,631.0,99,8.6,0.0,2.0,13.8,1331612583
7012219773,10627620@N06,1332543210,21,Beach,3594.0,100,8.9,0.0,98.0,23.1,1332543210
7012219623,10627620@N06,1332543220,21,Beach,3594.0,100,8.9,0.0,98.0,23.1,1332543220
7012219449,10627620@N06,1332543296,21,Beach,3594.0,100,8.9,0.0,98.0,23.1,1332543296
7012219283,10627620@N06,1332543396,21,Beach,3594.0,100,8.9,0.0,98.0,23.1,1332543396
6866104918,10627620@N06,1332546123,23,Shopping,1874.0,100,8.5,0.0,100.0,24.2,1332546123
6866104830,10627620@N06,1332546308,23,Shopping,1874.0,100,8.5,0.0,100.0,24.2,1332546308
7153986019,10627620@N06,1332553614,30,Structure,1538.0,100,7.5,0.0,100.0,24.7,1332553614
7153986793,10627620@N06,1332553679,30,Structure,1538.0,100,7.5,0.0,100.0,24.7,1332553679
7153989169,10627620@N06,1332554601,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554601
7153989769,10627620@N06,1332554773,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554773
7153990155,10627620@N06,1332554845,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554845
7153990307,10627620@N06,1332554861,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554861
7153990723,10627620@N06,1332554893,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554893
7153991159,10627620@N06,1332554963,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332554963
7153991621,10627620@N06,1332555015,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555015
7153992163,10627620@N06,1332555170,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555170
7153992589,10627620@N06,1332555361,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555361
7153993021,10627620@N06,1332555436,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555436
7153993455,10627620@N06,1332555479,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555479
7153993971,10627620@N06,1332555492,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555492
7153994423,10627620@N06,1332555556,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555556
7153994833,10627620@N06,1332555707,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555707
7153995279,10627620@N06,1332555912,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555912
7153995719,10627620@N06,1332555984,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332555984
7153996225,10627620@N06,1332556158,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556158
7153996697,10627620@N06,1332556188,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556188
7153997169,10627620@N06,1332556336,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556336
7153997533,10627620@N06,1332556381,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556381
7153998057,10627620@N06,1332556529,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556529
7154000659,10627620@N06,1332556748,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556748
7154001103,10627620@N06,1332556920,30,Structure,1538.0,100,7.2,0.0,100.0,21.6,1332556920
6916157528,10627620@N06,1333922515,23,Shopping,1874.0,102,4.8,0.0,51.0,25.0,1333922515
6916156556,10627620@N06,1333922585,23,Shopping,1874.0,102,4.8,0.0,51.0,25.0,1333922585
6916155564,10627620@N06,1333930354,30,Structure,1538.0,102,4.3,0.0,75.0,25.5,1333930354
7174959644,10627620@N06,1335065858,30,Structure,1538.0,103,3.2,0.0,1.0,15.7,1335065858
7174958468,10627620@N06,1335066028,30,Structure,1538.0,103,3.2,0.0,1.0,15.7,1335066028
7174958242,10627620@N06,1335066036,30,Structure,1538.0,103,3.2,0.0,1.0,15.7,1335066036
7174957772,10627620@N06,1335066198,7,Cultural,2064.0,103,3.3,0.0,1.0,15.7,1335066198
7194055920,10627620@N06,1335066463,7,Cultural,2064.0,103,3.3,0.0,1.0,15.7,1335066463
7194056276,10627620@N06,1335066476,7,Cultural,2064.0,103,3.3,0.0,1.0,15.7,1335066476
7194056620,10627620@N06,1335066632,7,Cultural,2064.0,103,3.3,0.0,1.0,15.7,1335066632
7174959122,10627620@N06,1335066832,30,Structure,1538.0,103,3.2,0.0,1.0,15.7,1335066832
7194057154,10627620@N06,1335067194,30,Structure,1538.0,103,3.2,0.0,1.0,15.7,1335067194
7194057406,10627620@N06,1335067303,30,Structure,1538.0,103,3.5,0.0,9.0,17.8,1335067303
7174961290,10627620@N06,1335067358,30,Structure,1538.0,103,3.5,0.0,9.0,17.8,1335067358
7126442505,10627620@N06,1335652379,23,Shopping,1874.0,104,1.3,0.0,0.0,12.6,1335652379
6980357292,10627620@N06,1335653410,30,Structure,1538.0,104,1.8,0.0,0.0,12.6,1335653410
7174962440,10627620@N06,1335666595,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666595
7174958802,10627620@N06,1335666622,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666622
7174962264,10627620@N06,1335666649,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666649
7174962662,10627620@N06,1335666818,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666818
7174963560,10627620@N06,1335666834,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666834
7174962078,10627620@N06,1335666911,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335666911
7174953568,10627620@N06,1335667029,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667029
7174961172,10627620@N06,1335667090,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667090
7174960954,10627620@N06,1335667099,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667099
7174959456,10627620@N06,1335667119,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667119
7174960746,10627620@N06,1335667187,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667187
7174960080,10627620@N06,1335667192,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667192
7126444385,10627620@N06,1335667545,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667545
7126444527,10627620@N06,1335667582,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667582
7174952070,10627620@N06,1335667604,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667604
6980358534,10627620@N06,1335667735,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667735
7174960426,10627620@N06,1335667760,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667760
7126444827,10627620@N06,1335667818,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667818
7174960606,10627620@N06,1335667822,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667822
6980358886,10627620@N06,1335667919,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335667919
7126445113,10627620@N06,1335668025,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335668025
7126445345,10627620@N06,1335668181,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335668181
6980359354,10627620@N06,1335668271,30,Structure,1538.0,104,1.3,0.0,0.0,9.0,1335668271
6980359550,10627620@N06,1335668462,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668462
6980359772,10627620@N06,1335668632,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668632
7126446085,10627620@N06,1335668718,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668718
7126446291,10627620@N06,1335668724,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668724
7126446539,10627620@N06,1335668827,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668827
7126446693,10627620@N06,1335668902,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668902
6980360742,10627620@N06,1335668985,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335668985
7126446947,10627620@N06,1335669081,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669081
7126447119,10627620@N06,1335669177,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669177
6980361154,10627620@N06,1335669265,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669265
7126447375,10627620@N06,1335669360,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669360
7126447497,10627620@N06,1335669448,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669448
6980361700,10627620@N06,1335669529,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669529
6980361896,10627620@N06,1335669624,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669624
7126448069,10627620@N06,1335669652,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669652
7126448219,10627620@N06,1335669991,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335669991
7126448325,10627620@N06,1335670164,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335670164
6980362450,10627620@N06,1335670426,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335670426
7126448831,10627620@N06,1335670517,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335670517
7126448977,10627620@N06,1335670630,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335670630
7126449137,10627620@N06,1335671147,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671147
7126449291,10627620@N06,1335671152,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671152
7126449503,10627620@N06,1335671265,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671265
7126449691,10627620@N06,1335671430,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671430
7126449917,10627620@N06,1335671716,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671716
7126450183,10627620@N06,1335671786,30,Structure,1538.0,104,1.7,0.0,0.0,11.7,1335671786
7126450329,10627620@N06,1335672003,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672003
6980364332,10627620@N06,1335672100,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672100
7126450759,10627620@N06,1335672282,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672282
6980364854,10627620@N06,1335672453,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672453
6980364986,10627620@N06,1335672572,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672572
6980365120,10627620@N06,1335672634,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672634
7126451587,10627620@N06,1335672745,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335672745
6980365556,10627620@N06,1335673231,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335673231
7126451875,10627620@N06,1335673404,30,Structure,1538.0,104,3.2,0.0,0.0,12.7,1335673404
7173243102,10627620@N06,1336609219,30,Structure,1538.0,105,8.1,0.0,1.0,20.0,1336609219
7173243504,10627620@N06,1336614578,21,Beach,3594.0,105,7.6,0.0,2.0,19.9,1336614578
7937209714,10627620@N06,1344047320,30,Structure,1538.0,111,24.8,0.0,2.0,6.6,1344047320
7937210186,10627620@N06,1344047425,30,Structure,1538.0,111,24.8,0.0,2.0,6.6,1344047425
7937210608,10627620@N06,1344047505,30,Structure,1538.0,111,24.8,0.0,2.0,6.6,1344047505
7937211046,10627620@N06,1344047684,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047684
7937211406,10627620@N06,1344047765,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047765
7937211812,10627620@N06,1344047790,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047790
7937212266,10627620@N06,1344047848,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047848
7937212614,10627620@N06,1344047883,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047883
7937213082,10627620@N06,1344047963,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344047963
7937213520,10627620@N06,1344048162,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048162
7937213968,10627620@N06,1344048253,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048253
7937214378,10627620@N06,1344048271,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048271
7937214816,10627620@N06,1344048333,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048333
7937215184,10627620@N06,1344048493,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048493
7937215636,10627620@N06,1344048496,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048496
7937216058,10627620@N06,1344048554,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048554
7937216554,10627620@N06,1344048639,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048639
7937217004,10627620@N06,1344048649,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048649
7937217428,10627620@N06,1344048726,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048726
7937217892,10627620@N06,1344048751,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048751
7937218316,10627620@N06,1344048763,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048763
7937218706,10627620@N06,1344048794,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048794
7937219120,10627620@N06,1344048993,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344048993
7937219548,10627620@N06,1344049046,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344049046
7937219908,10627620@N06,1344049108,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344049108
7937220362,10627620@N06,1344049135,1,Sport,3506.0,111,24.9,0.0,2.0,6.6,1344049135
7937220756,10627620@N06,1344049311,1,Sport,3506.0,111,24.9,0.0,0.0,6.9,1344049311
7937221154,10627620@N06,1344049407,1,Sport,3506.0,111,24.9,0.0,0.0,6.9,1344049407
7910225208,10627620@N06,1346499139,30,Structure,1538.0,113,24.7,0.0,29.0,8.2,1346499139
7910228528,10627620@N06,1346500090,7,Cultural,2064.0,113,24.8,0.0,29.0,8.2,1346500090
7910228002,10627620@N06,1346500119,7,Cultural,2064.0,113,24.8,0.0,29.0,8.2,1346500119
7910227504,10627620@N06,1346500153,7,Cultural,2064.0,113,24.8,0.0,29.0,8.2,1346500153
7910227014,10627620@N06,1346500175,7,Cultural,2064.0,113,24.8,0.0,29.0,8.2,1346500175
7910226504,10627620@N06,1346500200,30,Structure,1538.0,113,24.7,0.0,29.0,8.2,1346500200
7910225642,10627620@N06,1346500262,30,Structure,1538.0,113,24.7,0.0,29.0,8.2,1346500262
2914783857,11090433@N05,1223126698,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126698
2914785151,11090433@N05,1223126718,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126718
2914786699,11090433@N05,1223126775,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126775
2915633034,11090433@N05,1223126801,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126801
2915634248,11090433@N05,1223126848,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126848
2914790703,11090433@N05,1223126959,3,Sport,688.0,139,13.6,0.0,83.0,7.2,1223126959
2915641858,11090433@N05,1223128760,23,Shopping,1874.0,139,13.6,0.0,83.0,7.2,1223128760
2914798497,11090433@N05,1223128783,23,Shopping,1874.0,139,13.6,0.0,83.0,7.2,1223128783
2914799735,11090433@N05,1223128827,23,Shopping,1874.0,139,13.3,0.0,82.0,5.2,1223128827
2915645878,11090433@N05,1223128882,23,Shopping,1874.0,139,13.3,0.0,82.0,5.2,1223128882
2914802389,11090433@N05,1223128905,23,Shopping,1874.0,139,13.3,0.0,82.0,5.2,1223128905
2914803911,11090433@N05,1223129228,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129228
2915650456,11090433@N05,1223129243,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129243
2915651984,11090433@N05,1223129283,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129283
2914808635,11090433@N05,1223129309,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129309
2915654898,11090433@N05,1223129333,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129333
2915656220,11090433@N05,1223129407,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129407
2915659126,11090433@N05,1223129574,22,Beach,3619.0,139,13.3,0.0,82.0,5.2,1223129574
2915782630,11090433@N05,1223140871,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223140871
2914939101,11090433@N05,1223141484,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141484
2914940623,11090433@N05,1223141505,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141505
2915786936,11090433@N05,1223141543,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141543
2914943585,11090433@N05,1223141639,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141639
2914944851,11090433@N05,1223141654,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141654
2915790794,11090433@N05,1223141675,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141675
2914947609,11090433@N05,1223141690,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141690
2915793638,11090433@N05,1223141715,30,Structure,1538.0,139,11.4,0.0,53.0,6.0,1223141715
2915781240,11090433@N05,1223162520,30,Structure,1538.0,139,8.7,0.0,19.0,6.4,1223162520
2915385963,11090433@N05,1223170932,22,Beach,3619.0,139,7.5,0.0,53.0,5.9,1223170932
4946679724,11090433@N05,1283229134,2,Sport,609.0,149,22.4,0.0,26.0,7.3,1283229134
4946680736,11090433@N05,1283229261,2,Sport,609.0,149,22.4,0.0,26.0,7.3,1283229261
4946689804,11090433@N05,1283231960,17,Amusement,808.0,149,24.1,0.0,22.0,6.8,1283231960
8442103470,11191102@N07,1359156533,16,Amusement,3553.0,155,-8.5,0.0,70.0,5.9,1359156533
8442114364,11191102@N07,1359156879,16,Amusement,3553.0,155,-8.5,0.0,70.0,5.9,1359156879
8441032215,11191102@N07,1359157139,16,Amusement,3553.0,155,-8.5,0.0,70.0,5.9,1359157139
8442133716,11191102@N07,1359157452,16,Amusement,3553.0,155,-8.5,0.0,70.0,5.9,1359157452
8441049881,11191102@N07,1359157638,16,Amusement,3553.0,155,-8.5,0.0,70.0,5.9,1359157638
8442147862,11191102@N07,1359157949,4,Sport,3056.0,155,-8.5,0.0,70.0,5.9,1359157949
