photoID,userID,dateTaken,poiID,poiTheme,poiFreq,seqID,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h),dateTaken_og
2109568349,10559879@N00,1197598519,235,Retail,529.0,45,26.6,0.0,73.0,13.9,1197598519
2110343826,10559879@N00,1197599281,235,Retail,529.0,45,26.6,0.0,73.0,13.9,1197599281
4921667529,10559879@N00,1282599491,202,Transport,358.0,55,12.4,0.0,100.0,35.6,1282599491
4921667959,10559879@N00,1282599540,65,Community Use,500.0,55,12.3,0.0,100.0,35.6,1282599540
4921668265,10559879@N00,1282599713,203,Mixed Use,176.0,55,12.3,0.0,100.0,35.6,1282599713
4980397659,10559879@N00,1284006963,105,Mixed Use,150.0,56,13.1,0.1,34.0,18.0,1284006963
4980397783,10559879@N00,1284007464,102,Purpose Built,4.0,56,13.1,0.1,34.0,18.0,1284007464
9735131672,10559879@N00,1379024857,163,Transport,91.0,95,14.0,0.0,100.0,10.7,1379024857
9731909965,10559879@N00,1379024872,163,Transport,91.0,95,14.0,0.0,100.0,10.7,1379024872
9731893277,10559879@N00,1379025219,163,Transport,91.0,95,14.0,0.0,100.0,10.7,1379025219
9735421322,10559879@N00,1379030006,163,Transport,91.0,95,12.6,0.0,100.0,8.6,1379030006
9733171031,10559879@N00,1379039319,177,Place Of Assembly,133.0,95,10.5,0.0,97.0,5.8,1379039319
10045213025,10559879@N00,1380666948,163,Transport,91.0,98,15.6,0.0,81.0,35.4,1380666948
10046058583,10559879@N00,1380672636,203,Mixed Use,176.0,98,13.3,0.7,69.0,26.1,1380672636
5625985237,10681948@N00,1303013299,38,Community Use,455.0,102,10.5,0.0,0.0,6.0,1303013299
5626027815,10681948@N00,1303014585,62,Place Of Assembly,113.0,102,10.5,0.0,0.0,6.0,1303014585
5626640474,10681948@N00,1303015351,62,Place Of Assembly,113.0,102,10.5,0.0,0.0,6.0,1303015351
5627175136,10681948@N00,1303034557,179,Place Of Assembly,44.0,102,10.5,0.0,0.0,13.3,1303034557
7960386150,10681948@N00,1347169007,125,Place Of Assembly,116.0,113,7.4,0.0,80.0,6.7,1347169007
7960467254,10681948@N00,1347170387,124,Place Of Assembly,187.0,113,7.4,0.0,80.0,6.7,1347170387
7960686740,10681948@N00,1347174035,50,Leisure/Recreation,12.0,113,6.9,0.0,79.0,7.5,1347174035
7960723484,10681948@N00,1347174473,50,Leisure/Recreation,12.0,113,6.9,0.0,79.0,7.5,1347174473
8556605918,10896675@N00,1362879115,65,Community Use,500.0,115,26.1,0.0,46.0,10.0,1362879115
8555496715,10896675@N00,1362882407,51,Place Of Assembly,97.0,115,24.7,0.0,57.0,8.7,1362882407
8556609412,10896675@N00,1362882422,51,Place Of Assembly,97.0,115,24.7,0.0,57.0,8.7,1362882422
8556611970,10896675@N00,1362883560,51,Place Of Assembly,97.0,115,24.7,0.0,57.0,8.7,1362883560
8555510607,10896675@N00,1362908347,131,Place Of Assembly,331.0,115,19.9,0.0,14.0,4.5,1362908347
8556623222,10896675@N00,1362912547,230,Community Use,476.0,115,19.7,0.0,20.0,4.2,1362912547
331532686,10936890@N00,1163900800,190,Transport,351.0,117,22.2,0.0,100.0,5.8,1163900800
331532744,10936890@N00,1163900830,230,Community Use,476.0,117,22.2,0.0,100.0,5.8,1163900830
331532836,10936890@N00,1163900859,230,Community Use,476.0,117,22.2,0.0,100.0,5.8,1163900859
331532955,10936890@N00,1163905407,188,Place of Worship,225.0,117,19.4,0.0,58.0,5.8,1163905407
331533026,10936890@N00,1163906993,90,Community Use,396.0,117,19.4,0.0,58.0,5.8,1163906993
331533084,10936890@N00,1163907941,4,Leisure/Recreation,96.0,117,19.3,0.0,58.0,5.8,1163907941
331533148,10936890@N00,1163909112,124,Place Of Assembly,187.0,117,17.5,0.0,99.0,5.5,1163909112
331533219,10936890@N00,1163912419,136,Transport,327.0,117,16.2,0.0,99.0,4.7,1163912419
331533274,10936890@N00,1163914197,201,Mixed Use,104.0,117,16.3,0.0,99.0,4.7,1163914197
331533354,10936890@N00,1163916571,163,Transport,91.0,117,15.9,0.0,97.0,4.7,1163916571
331533686,10936890@N00,1164074291,51,Place Of Assembly,97.0,118,25.9,0.0,100.0,7.9,1164074291
331533785,10936890@N00,1164074614,51,Place Of Assembly,97.0,118,25.5,0.0,100.0,18.2,1164074614
331533847,10936890@N00,1164075053,51,Place Of Assembly,97.0,118,25.5,0.0,100.0,18.2,1164075053
331533927,10936890@N00,1164075230,51,Place Of Assembly,97.0,118,25.5,0.0,100.0,18.2,1164075230
331533990,10936890@N00,1164075704,51,Place Of Assembly,97.0,118,25.5,0.0,100.0,18.2,1164075704
331534054,10936890@N00,1164076800,51,Place Of Assembly,97.0,118,25.5,0.0,100.0,18.2,1164076800
331534116,10936890@N00,1164079030,51,Place Of Assembly,97.0,118,25.1,0.0,100.0,22.7,1164079030
331534330,10936890@N00,1164085495,150,Community Use,258.0,118,23.1,0.0,100.0,16.5,1164085495
331534384,10936890@N00,1164085568,150,Community Use,258.0,118,23.1,0.0,100.0,16.5,1164085568
331534449,10936890@N00,1164085779,150,Community Use,258.0,118,23.1,0.0,100.0,16.5,1164085779
8207010091,10966462@N02,1353542032,202,Transport,358.0,119,18.0,0.0,6.0,18.8,1353542032
8208091296,10966462@N02,1353545857,65,Community Use,500.0,119,16.8,0.0,4.0,18.1,1353545857
8206999303,10966462@N02,1353545868,65,Community Use,500.0,119,16.8,0.0,4.0,18.1,1353545868
8206999671,10966462@N02,1353545875,65,Community Use,500.0,119,16.8,0.0,4.0,18.1,1353545875
8206999891,10966462@N02,1353545883,65,Community Use,500.0,119,16.8,0.0,4.0,18.1,1353545883
8208089890,10966462@N02,1353545964,12,Place of Worship,95.0,119,16.9,0.0,4.0,18.1,1353545964
8208095702,10966462@N02,1353550725,47,Retail,473.0,119,14.8,0.0,14.0,11.5,1353550725
8208101636,10966462@N02,1353551312,47,Retail,473.0,119,14.8,0.0,14.0,11.5,1353551312
8208096330,10966462@N02,1353552578,201,Mixed Use,104.0,119,14.7,0.0,14.0,11.5,1353552578
8208096744,10966462@N02,1353552600,202,Transport,358.0,119,14.8,0.0,14.0,11.5,1353552600
8208100544,10966462@N02,1353553473,202,Transport,358.0,119,14.2,0.0,35.0,9.5,1353553473
8208101886,10966462@N02,1353554268,202,Transport,358.0,119,14.2,0.0,35.0,9.5,1353554268
8212761718,10966462@N02,1353566409,65,Community Use,500.0,119,12.5,0.0,80.0,9.8,1353566409
12403570003,110608682@N04,1388330428,95,Purpose Built,116.0,121,15.8,0.0,5.0,8.7,1388330428
12403929754,110608682@N04,1388332056,228,Leisure/Recreation,156.0,121,15.9,0.0,5.0,8.7,1388332056
12404123504,110608682@N04,1388332447,131,Place Of Assembly,331.0,121,15.9,0.0,5.0,8.7,1388332447
12403377205,110608682@N04,1388332481,131,Place Of Assembly,331.0,121,15.9,0.0,5.0,8.7,1388332481
12403676493,110608682@N04,1388333027,131,Place Of Assembly,331.0,121,17.1,0.0,1.0,10.1,1388333027
12403593483,110608682@N04,1388333866,131,Place Of Assembly,331.0,121,17.1,0.0,1.0,10.1,1388333866
6356564431,11674539@N06,1319867398,236,Retail,94.0,136,11.6,0.0,60.0,17.5,1319867398
6356564807,11674539@N06,1319867502,38,Community Use,455.0,136,11.5,0.0,60.0,17.5,1319867502
5335267462,12175332@N06,1294398871,124,Place Of Assembly,187.0,144,22.0,0.0,0.0,21.6,1294398871
5335268400,12175332@N06,1294398911,23,Place of Worship,8.0,144,22.1,0.0,0.0,21.6,1294398911
8448984001,12238277@N04,1360014766,216,Place Of Assembly,25.0,151,28.4,0.0,0.0,9.1,1360014766
8448985585,12238277@N04,1360014883,217,Community Use,44.0,151,28.3,0.0,0.0,9.1,1360014883
8448988003,12238277@N04,1360014927,217,Community Use,44.0,151,28.3,0.0,0.0,9.1,1360014927
8450080896,12238277@N04,1360021494,38,Community Use,455.0,151,27.3,0.0,4.0,14.8,1360021494
8450081550,12238277@N04,1360021531,38,Community Use,455.0,151,27.3,0.0,4.0,14.8,1360021531
8450082224,12238277@N04,1360021556,38,Community Use,455.0,151,27.3,0.0,4.0,14.8,1360021556
8448997925,12238277@N04,1360021623,38,Community Use,455.0,151,27.3,0.0,4.0,14.8,1360021623
2232924841,12284993@N00,1197699658,241,Place Of Assembly,23.0,158,14.4,0.0,100.0,14.0,1197699658
2232924925,12284993@N00,1197700686,241,Place Of Assembly,23.0,158,14.4,0.0,100.0,14.0,1197700686
2233713844,12284993@N00,1197705157,241,Place Of Assembly,23.0,158,14.0,0.0,100.0,14.0,1197705157
2233713908,12284993@N00,1197707202,188,Place of Worship,225.0,158,13.7,0.0,97.0,13.7,1197707202
2233713502,12284993@N00,1197711178,236,Retail,94.0,158,13.5,0.0,98.0,12.6,1197711178
2232924703,12284993@N00,1197711388,236,Retail,94.0,158,13.5,0.0,98.0,12.6,1197711388
2233713624,12284993@N00,1197711432,236,Retail,94.0,158,13.5,0.0,98.0,12.6,1197711432
2233713674,12284993@N00,1197711550,2,Mixed Use,138.0,158,13.5,0.0,98.0,12.6,1197711550
2287755119,12284993@N00,1198103767,62,Place Of Assembly,113.0,163,24.8,2.9,94.0,13.7,1198103767
2281050731,12284993@N00,1198114003,213,Leisure/Recreation,105.0,163,21.2,2.6,97.0,6.1,1198114003
2281841594,12284993@N00,1198114287,213,Leisure/Recreation,105.0,163,21.2,2.6,97.0,6.1,1198114287
2281841672,12284993@N00,1198126567,188,Place of Worship,225.0,163,18.8,1.1,60.0,4.1,1198126567
2281050943,12284993@N00,1198131544,190,Transport,351.0,163,18.4,0.2,100.0,4.9,1198131544
2281841756,12284993@N00,1198136799,230,Community Use,476.0,163,18.6,0.0,100.0,5.5,1198136799
2281051059,12284993@N00,1198137392,230,Community Use,476.0,163,18.6,0.0,100.0,5.5,1198137392
2281841906,12284993@N00,1198137923,97,Office,148.0,163,18.8,0.0,100.0,4.2,1198137923
2281051163,12284993@N00,1198138430,97,Office,148.0,163,18.8,0.0,100.0,4.2,1198138430
2281842068,12284993@N00,1198193190,178,Place Of Assembly,66.0,164,22.5,2.6,100.0,25.2,1198193190
2281051291,12284993@N00,1198193206,178,Place Of Assembly,66.0,164,22.5,2.6,100.0,25.2,1198193206
2281864550,12284993@N00,1198217893,35,Community Use,349.0,164,21.0,0.0,93.0,15.6,1198217893
2281864606,12284993@N00,1198217937,35,Community Use,349.0,164,21.0,0.0,93.0,15.6,1198217937
2281864670,12284993@N00,1198217997,35,Community Use,349.0,164,21.0,0.0,93.0,15.6,1198217997
2281074097,12284993@N00,1198218316,35,Community Use,349.0,164,21.0,0.0,93.0,15.6,1198218316
2281074593,12284993@N00,1198225456,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198225456
2281074717,12284993@N00,1198226681,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198226681
2281074867,12284993@N00,1198226701,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198226701
2281865646,12284993@N00,1198227082,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198227082
2281865778,12284993@N00,1198227512,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198227512
2281865952,12284993@N00,1198227570,38,Community Use,455.0,164,19.4,0.4,100.0,8.9,1198227570
2281866026,12284993@N00,1198227685,38,Community Use,455.0,164,18.5,0.5,100.0,9.0,1198227685
2281075455,12284993@N00,1198228415,236,Retail,94.0,164,18.6,0.5,100.0,9.0,1198228415
2281099181,12284993@N00,1198235121,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198235121
2281889782,12284993@N00,1198235148,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198235148
2281889666,12284993@N00,1198235184,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198235184
2281889856,12284993@N00,1198235334,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198235334
2281889904,12284993@N00,1198235497,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198235497
2281099437,12284993@N00,1198236056,177,Place Of Assembly,133.0,164,17.8,2.2,97.0,16.3,1198236056
2281889962,12284993@N00,1198239935,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198239935
2281099493,12284993@N00,1198239948,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198239948
2281099549,12284993@N00,1198240494,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198240494
2281890158,12284993@N00,1198240733,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198240733
2281890190,12284993@N00,1198241234,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198241234
2281099687,12284993@N00,1198241253,177,Place Of Assembly,133.0,164,16.9,1.7,49.0,21.4,1198241253
8126487089,12505664@N00,1351270842,215,Transport,12.0,167,13.3,0.0,100.0,17.6,1351270842
8126938125,12505664@N00,1351288883,231,Place Of Assembly,121.0,167,13.9,0.0,100.0,17.2,1351288883
8126944773,12505664@N00,1351289197,230,Community Use,476.0,167,14.0,0.0,100.0,17.2,1351289197
8127017641,12505664@N00,1351292564,131,Place Of Assembly,331.0,167,13.4,0.0,98.0,16.4,1351292564
8127344141,12505664@N00,1351305650,57,Place Of Assembly,58.0,167,12.0,0.0,88.0,10.9,1351305650
8717013603,12644939@N02,1341148920,223,Leisure/Recreation,204.0,169,8.6,0.4,93.0,22.8,1341148920
8717013301,12644939@N02,1341150023,223,Leisure/Recreation,204.0,169,8.6,0.4,93.0,22.8,1341150023
7541039414,12644939@N02,1341159244,201,Mixed Use,104.0,169,8.8,0.9,93.0,20.9,1341159244
6763163731,12900555@N02,1320527357,47,Retail,473.0,171,25.0,0.0,96.0,12.8,1320527357
6763154405,12900555@N02,1320533839,11,Place of Worship,35.0,171,25.1,0.0,67.0,10.3,1320533839
6763155585,12900555@N02,1320533867,11,Place of Worship,35.0,171,25.1,0.0,67.0,10.3,1320533867
6763158097,12900555@N02,1320538753,11,Place of Worship,35.0,171,20.8,0.0,99.0,14.9,1320538753
6763153105,12900555@N02,1320544959,57,Place Of Assembly,58.0,171,17.9,0.0,99.0,11.6,1320544959
7947585154,12999654@N08,1346982701,164,Transport,70.0,178,11.0,0.0,83.0,27.0,1346982701
7947589136,12999654@N08,1346984062,164,Transport,70.0,178,10.6,0.0,67.0,29.2,1346984062
7947597310,12999654@N08,1346986650,5,Place of Worship,52.0,178,10.7,0.0,67.0,29.2,1346986650
7947593522,12999654@N08,1346987098,5,Place of Worship,52.0,178,10.3,0.1,75.0,26.3,1346987098
3350287785,13233236@N04,1235627632,190,Transport,351.0,181,19.9,0.0,74.0,5.7,1235627632
3351114368,13233236@N04,1235627636,35,Community Use,349.0,181,19.8,0.0,74.0,5.7,1235627636
3350290329,13233236@N04,1235627647,65,Community Use,500.0,181,19.8,0.0,74.0,5.7,1235627647
3351117140,13233236@N04,1235627650,235,Retail,529.0,181,19.8,0.0,74.0,5.7,1235627650
3351120380,13233236@N04,1235627655,89,Office,74.0,181,19.7,0.0,74.0,5.7,1235627655
3401108402,13233236@N04,1235784175,35,Community Use,349.0,182,16.6,0.0,36.0,20.2,1235784175
3400306751,13233236@N04,1235784216,35,Community Use,349.0,182,16.6,0.0,36.0,20.2,1235784216
3400314193,13233236@N04,1235784264,35,Community Use,349.0,182,16.6,0.0,36.0,20.2,1235784264
3401128370,13233236@N04,1235784287,35,Community Use,349.0,182,16.6,0.0,36.0,20.2,1235784287
3400329547,13233236@N04,1235784305,35,Community Use,349.0,182,16.6,0.0,36.0,20.2,1235784305
3400358175,13233236@N04,1235784730,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784730
3401172294,13233236@N04,1235784760,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784760
3401175802,13233236@N04,1235784781,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784781
3400378721,13233236@N04,1235784786,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784786
3401189528,13233236@N04,1235784793,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784793
3401196298,13233236@N04,1235784818,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784818
3400396035,13233236@N04,1235784843,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784843
3400400281,13233236@N04,1235784938,38,Community Use,455.0,182,16.6,0.0,36.0,20.2,1235784938
3379139982,13233236@N04,1237722823,14,Place of Worship,84.0,183,14.8,0.0,100.0,12.4,1237722823
3378343837,13233236@N04,1237724205,90,Community Use,396.0,183,14.7,0.0,100.0,12.2,1237724205
3375946776,13233236@N04,1237724378,90,Community Use,396.0,183,14.7,0.0,100.0,12.2,1237724378
3375978850,13233236@N04,1237724789,13,Place of Worship,33.0,183,14.7,0.0,100.0,12.2,1237724789
3376032104,13233236@N04,1237734777,90,Community Use,396.0,183,15.6,0.0,100.0,11.8,1237734777
4559568931,13233236@N04,1250406415,99,Leisure/Recreation,386.0,185,10.3,0.0,0.0,26.8,1250406415
4567244200,13233236@N04,1250411536,98,Place Of Assembly,100.0,185,10.2,0.0,2.0,26.7,1250411536
4554297883,13233236@N04,1269160042,117,Specialist Residential Accommodation,22.0,186,14.8,0.0,54.0,12.0,1269160042
4554960114,13233236@N04,1269160171,117,Specialist Residential Accommodation,22.0,186,14.8,0.0,54.0,12.0,1269160171
4554373671,13233236@N04,1269160316,117,Specialist Residential Accommodation,22.0,186,14.8,0.0,54.0,12.0,1269160316
4554430041,13233236@N04,1269160783,37,Community Use,18.0,186,14.8,0.0,54.0,12.0,1269160783
4554485139,13233236@N04,1269160940,37,Community Use,18.0,186,14.8,0.0,54.0,12.0,1269160940
4555412435,13233236@N04,1269161044,37,Community Use,18.0,186,14.8,0.0,54.0,12.0,1269161044
4556075622,13233236@N04,1269164111,90,Community Use,396.0,186,14.3,0.0,69.0,12.4,1269164111
4615378962,13233236@N04,1273850617,105,Mixed Use,150.0,187,10.1,0.0,100.0,1.8,1273850617
4614765879,13233236@N04,1273850777,101,Leisure/Recreation,124.0,187,10.1,0.0,100.0,1.8,1273850777
4614773039,13233236@N04,1273851025,101,Leisure/Recreation,124.0,187,10.1,0.0,100.0,1.8,1273851025
4618876648,13233236@N04,1274190758,11,Place of Worship,35.0,188,5.4,0.0,5.0,3.8,1274190758
4618272229,13233236@N04,1274192496,95,Purpose Built,116.0,188,6.1,0.0,4.0,5.9,1274192496
4748537741,13233236@N04,1277517096,230,Community Use,476.0,190,8.4,0.5,51.0,7.7,1277517096
4754833959,13233236@N04,1277517147,97,Office,148.0,190,8.4,0.5,51.0,7.7,1277517147
4754822893,13233236@N04,1277517251,99,Leisure/Recreation,386.0,190,8.4,0.5,51.0,7.7,1277517251
4754812331,13233236@N04,1277517514,97,Office,148.0,190,8.4,0.5,51.0,7.7,1277517514
4755441976,13233236@N04,1277517556,231,Place Of Assembly,121.0,190,8.4,0.5,51.0,7.7,1277517556
4748914277,13233236@N04,1277517593,231,Place Of Assembly,121.0,190,8.4,0.5,51.0,7.7,1277517593
4749554498,13233236@N04,1277517686,231,Place Of Assembly,121.0,190,7.8,0.4,44.0,9.2,1277517686
4749550762,13233236@N04,1277517736,231,Place Of Assembly,121.0,190,7.8,0.4,44.0,9.2,1277517736
4749548522,13233236@N04,1277517767,231,Place Of Assembly,121.0,190,7.8,0.4,44.0,9.2,1277517767
4749546336,13233236@N04,1277517884,230,Community Use,476.0,190,7.8,0.4,44.0,9.2,1277517884
4749543440,13233236@N04,1277517996,190,Transport,351.0,190,7.8,0.4,44.0,9.2,1277517996
4749540942,13233236@N04,1277518442,61,Transport,122.0,190,7.8,0.4,44.0,9.2,1277518442
4748891163,13233236@N04,1277519288,14,Place of Worship,84.0,190,7.6,0.4,44.0,9.2,1277519288
497227903,13237839@N00,1178429884,79,Place Of Assembly,57.0,202,12.1,0.0,97.0,5.8,1178429884
497201334,13237839@N00,1178430096,79,Place Of Assembly,57.0,202,12.1,0.0,97.0,5.8,1178430096
497425089,13237839@N00,1178430362,95,Purpose Built,116.0,202,12.1,0.0,97.0,5.8,1178430362
497400892,13237839@N00,1178430392,95,Purpose Built,116.0,202,12.1,0.0,97.0,5.8,1178430392
497391726,13237839@N00,1178430996,228,Leisure/Recreation,156.0,202,12.2,0.0,97.0,5.8,1178430996
497385778,13237839@N00,1178431379,228,Leisure/Recreation,156.0,202,11.9,0.0,90.0,5.5,1178431379
497418141,13237839@N00,1178432165,230,Community Use,476.0,202,11.8,0.0,90.0,5.5,1178432165
497427745,13237839@N00,1178435781,235,Retail,529.0,202,11.2,0.0,98.0,4.8,1178435781
497439565,13237839@N00,1178436060,38,Community Use,455.0,202,11.2,0.0,98.0,4.8,1178436060
497407648,13237839@N00,1178436178,38,Community Use,455.0,202,11.2,0.0,98.0,4.8,1178436178
497404838,13237839@N00,1178438756,228,Leisure/Recreation,156.0,202,10.5,0.0,99.0,4.2,1178438756
8493870671,13288195@N05,1319850233,65,Community Use,500.0,212,13.5,0.0,57.0,23.7,1319850233
8493869651,13288195@N05,1319851266,202,Transport,358.0,212,13.6,0.0,57.0,23.7,1319851266
6942013056,13639096@N06,1334301414,80,Place Of Assembly,129.0,230,13.8,0.0,60.0,14.1,1334301414
7088080083,13639096@N06,1334301729,80,Place Of Assembly,129.0,230,13.8,0.0,60.0,14.1,1334301729
6942007446,13639096@N06,1334301944,81,Place Of Assembly,36.0,230,13.8,0.0,60.0,14.1,1334301944
3172767311,13834571@N06,1075554000,190,Transport,351.0,236,15.1,0.1,69.0,12.3,1075554000
3173600288,13834571@N06,1075554000,230,Community Use,476.0,236,15.2,0.1,69.0,12.3,1075554000
7588547928,13871787@N00,1342493953,200,Education Centre,39.0,239,11.8,0.0,50.0,25.7,1342493953
7588488140,13871787@N00,1342494454,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342494454
7588487128,13871787@N00,1342494485,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342494485
7588440490,13871787@N00,1342494954,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342494954
7588439322,13871787@N00,1342494967,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342494967
7588438204,13871787@N00,1342494995,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342494995
7588430494,13871787@N00,1342495023,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495023
7588428650,13871787@N00,1342495081,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495081
7588426872,13871787@N00,1342495115,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495115
7588409692,13871787@N00,1342495449,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495449
7588408292,13871787@N00,1342495474,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495474
7588406082,13871787@N00,1342495496,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495496
7588396312,13871787@N00,1342495656,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495656
7588394280,13871787@N00,1342495678,213,Leisure/Recreation,105.0,239,11.6,0.0,60.0,26.0,1342495678
