userID,poiID,seqID_old,Og_POI_Mark,numberofPhotos,startTime,stopTime,poiFreq,seqID,chunk_index
10294034@N07,79,34,F471,2,1185898982,1185899025,66,34,1
10294034@N07,9,34,F256,2,1185906252,1185906295,964,34,1
10294034@N07,23,34,F249,2,1185906438,1185906489,492,34,1
10294034@N07,80,34,FIPOIHPC1000000871,1,1185906829,1185906829,47,34,1
10294034@N07,81,34,F161,1,1185907051,1185907051,77,34,1
10298279@N03,82,35,FIPOIHPC1000000583,1,1303065231,1303065231,2,35,1
10298279@N03,6,35,F168,1,1303068856,1303068856,324,35,1
10298279@N03,7,35,F158,1,1303069038,1303069038,313,35,1
10303539@N00,83,36,F590,5,1285203342,1285203443,8,36,1
10303539@N00,84,36,FIPOIHPC1000000557,3,1285207040,1285207119,16,36,1
10303539@N00,85,36,F595,2,1285207284,1285207357,6,36,1
10303539@N00,83,36,F590,1,1285207799,1285207799,8,36,1
10303539@N00,4,37,F101,6,1285270700,1285270926,253,37,1
10303539@N00,86,37,F583,1,1285274978,1285274978,19,37,1
10303539@N00,87,37,F566,2,1285275334,1285275379,149,37,1
10303539@N00,88,37,F585,1,1285286312,1285286312,55,37,1
10303539@N00,89,38,F885,2,1285329419,1285330086,18,38_1,1
10303539@N00,90,38,F142,6,1285333710,1285334025,8,38_1,1
10303539@N00,91,38,FIPOIHPC1000000935,2,1285334469,1285334499,8,38_1,1
10303539@N00,92,38,FIPOIHPC1000000997,1,1285336597,1285336597,11,38_1,1
10303539@N00,93,38,F881,2,1285338166,1285338528,13,38_1,1
10303539@N00,9,38,F256,3,1285338950,1285338974,964,38_1,1
10303539@N00,34,38,F159,8,1285339782,1285341358,270,38_1,1
10303539@N00,94,38,F883,1,1285341670,1285341670,29,38_1,1
10303539@N00,13,38,F121,7,1285342120,1285344516,400,38_1,1
10303539@N00,35,38,F235,3,1285348886,1285348992,327,38_1,1
10303539@N00,8,38,F236,5,1285349263,1285349449,421,38_1,1
10303539@N00,95,38,FIPOIHPC1000001009,6,1285349834,1285349988,74,38_1,1
10303539@N00,38,38,F326,4,1285350165,1285350285,347,38_1,1
10303539@N00,96,38,F317,1,1285352821,1285352821,86,38_1,1
10303539@N00,97,38,F313,8,1285353531,1285354526,103,38_1,1
10303539@N00,98,38,F318,1,1285355488,1285355488,32,38_1,1
10303539@N00,99,38,F324,3,1285355815,1285356158,64,38_1,1
10303539@N00,100,38,F321,7,1285357388,1285357740,35,38_1,1
10303539@N00,101,38,F307,1,1285359987,1285359987,58,38_1,1
10303539@N00,102,38,F261,1,1285360314,1285360314,34,38_1,1
10303539@N00,103,38,F698,2,1285376465,1285376584,173,38_1,1
10303539@N00,104,38,F677,2,1285376930,1285376974,41,38_2,2
10305258@N02,34,39,F159,1,1187459699,1187459699,270,39,1
10305258@N02,11,39,F176,3,1187460062,1187460391,141,39,1
10305258@N02,3,39,F110,1,1187464144,1187464144,669,39,1
10305258@N02,29,39,F107,1,1187464435,1187464435,847,39,1
10305258@N02,104,40,F677,1,1187539826,1187539826,41,40,1
10305258@N02,23,40,F249,1,1187548357,1187548357,492,40,1
10305258@N02,20,40,F151,1,1187550529,1187550529,687,40,1
10305258@N02,99,40,F324,1,1187561373,1187561373,64,40,1
10310250@N02,26,41,F119,9,1187976495,1187985509,512,41,1
10310250@N02,105,41,F147,1,1187985631,1187985631,32,41,1
10310250@N02,106,41,F237,6,1187986020,1187996414,34,41,1
10310250@N02,107,41,F292,5,1187997824,1187998920,11,41,1
10321650@N04,2,43,F120,1,1229887932,1229887932,608,43,1
10321650@N04,88,43,F585,1,1229890094,1229890094,55,43,1
10321650@N04,2,43,F120,1,1229894440,1229894440,608,43,1
10342013@N03,108,44,F517,1,1230906722,1230906722,30,44,1
10342013@N03,20,44,F151,3,1230912900,1230913273,687,44,1
10342013@N03,81,44,F161,1,1230918740,1230918740,77,44,1
10370437@N06,26,46,F119,1,1249224539,1249224539,512,46,1
10370437@N06,3,46,F110,1,1249226977,1249226977,669,46,1
10370437@N06,9,46,F256,1,1249229740,1249229740,964,46,1
10386091@N00,109,47,F509,1,1180569004,1180569004,40,47,1
10386091@N00,110,47,F343,1,1180570051,1180570051,21,47,1
10386091@N00,70,47,F108,1,1180570462,1180570462,368,47,1
10458880@N04,70,48,F108,1,1192437137,1192437137,368,48,1
10458880@N04,1,48,F128,1,1192437205,1192437205,188,48,1
10458880@N04,111,48,F135,1,1192453998,1192453998,58,48,1
10468135@N08,76,49,F867,1,1335786488,1335786488,43,49_1,1
10468135@N08,75,49,F712,2,1335786978,1335787005,61,49_1,1
10468135@N08,112,49,F724,2,1335787508,1335787560,31,49_1,1
10468135@N08,64,49,F808,1,1335787646,1335787646,195,49_1,1
10468135@N08,113,49,F720,2,1335787932,1335787986,14,49_1,1
10468135@N08,114,49,F722,1,1335788251,1335788251,17,49_1,1
10468135@N08,115,49,F718,1,1335789314,1335789314,24,49_1,1
10468135@N08,116,49,FIPOIHPC1000001020,1,1335789576,1335789576,30,49_1,1
10468135@N08,16,49,F152,2,1335789759,1335789782,476,49_1,1
10468135@N08,20,49,F151,1,1335789899,1335789899,687,49_1,1
10468135@N08,62,49,F167,3,1335789947,1335790473,508,49_1,1
10468135@N08,11,49,F176,1,1335792478,1335792478,141,49_1,1
10468135@N08,117,49,F140,1,1335792635,1335792635,32,49_1,1
10468135@N08,118,49,FIPOIHPC1000000422,1,1335792726,1335792726,17,49_1,1
10468135@N08,69,49,F136,1,1335792896,1335792896,83,49_1,1
10468135@N08,29,49,F107,1,1335792990,1335792990,847,49_1,1
10468135@N08,13,49,F121,1,1335796534,1335796534,400,49_1,1
10468135@N08,17,49,F126,6,1335796591,1335797110,109,49_1,1
10468135@N08,119,49,F870,1,1335797583,1335797583,5,49_1,1
10468135@N08,120,49,FIPOIHPC1000000784,1,1335797721,1335797721,5,49_1,1
10468135@N08,119,49,F870,1,1335797807,1335797807,5,49_1,1
10468135@N08,121,49,FIPOIHPC1000000833,1,1335797983,1335797983,7,49_2,2
10468135@N08,122,49,F228,1,1335798085,1335798085,6,49_2,2
10468135@N08,123,49,F224,1,1335798197,1335798197,9,49_2,2
10468135@N08,43,49,F701,3,1335798363,1335798438,342,49_2,2
10468135@N08,124,49,F709,1,1335798513,1335798513,87,49_2,2
10468135@N08,31,49,F702,2,1335798687,1335798748,448,49_2,2
10468135@N08,43,49,F701,1,1335798968,1335798968,342,49_2,2
10468135@N08,112,49,F724,1,1335799485,1335799485,31,49_2,2
10468135@N08,125,49,F726,1,1335799556,1335799556,11,49_2,2
10468135@N08,126,49,F715,1,1335799749,1335799749,42,49_2,2
10490729@N02,127,52,F522,1,1278432622,1278432622,33,52,1
10490729@N02,128,52,FIPOIHPC1000000693,7,1278440932,1278443085,13,52,1
10490729@N02,129,52,FIPOIHPC1000000885,8,1278443348,1278444990,11,52,1
10490729@N02,130,52,F515,4,1278445012,1278445640,172,52,1
10490729@N02,131,52,F535,4,1278446375,1278447434,14,52,1
10490729@N02,128,52,FIPOIHPC1000000693,4,1278448012,1278448333,13,52,1
10490729@N02,132,52,F693,1,1278453700,1278453700,80,52,1
10490729@N02,50,52,F173,2,1278455601,1278455981,54,52,1
10490729@N02,117,52,F140,2,1278456211,1278457185,32,52,1
10490729@N02,3,52,F110,2,1278457592,1278457898,669,52,1
10490729@N02,129,52,FIPOIHPC1000000885,1,1278458868,1278458868,11,52,1
10490729@N02,129,53,FIPOIHPC1000000885,1,1278510153,1278510153,11,53,1
10490729@N02,3,53,F110,8,1278512404,1278513974,669,53,1
10490729@N02,133,53,F904,3,1278514272,1278514832,20,53,1
10490729@N02,134,53,F678,3,1278516159,1278519617,55,53,1
10490729@N02,128,53,FIPOIHPC1000000693,1,1278529765,1278529765,13,53,1
10490729@N02,7,53,F158,5,1278533093,1278533671,313,53,1
10490729@N02,35,53,F235,1,1278533862,1278533862,327,53,1
10490729@N02,8,53,F236,1,1278534410,1278534410,421,53,1
10490729@N02,9,53,F256,1,1278534444,1278534444,964,53,1
10490729@N02,102,53,F261,3,1278534481,1278537137,34,53,1
10490729@N02,135,53,F276,2,1278537440,1278538439,17,53,1
10490729@N02,136,53,F291,1,1278538985,1278538985,11,53,1
10490729@N02,137,53,F349,1,1278539365,1278539365,6,53,1
10490729@N02,138,53,F357,2,1278539761,1278539780,9,53,1
10490729@N02,139,53,F287,6,1278539938,1278540881,12,53,1
10490729@N02,140,53,F363,2,1278541281,1278541303,72,53,1
10490729@N02,128,53,FIPOIHPC1000000693,1,1278546769,1278546769,13,53,1
10510679@N06,68,54,F431,3,1303408000,1303408371,367,54,1
10510679@N06,56,54,F468,1,1303413956,1303413956,43,54,1
10510679@N06,141,54,F721,1,1303416034,1303416034,22,54,1
10566322@N05,87,55,F566,1,1216555904,1216555904,149,55_1,1
10566322@N05,142,55,F608,1,1216557244,1216557244,35,55_1,1
10566322@N05,143,55,F636,1,1216558275,1216558275,106,55_1,1
10566322@N05,144,55,F643,3,1216558387,1216558485,37,55_1,1
10566322@N05,143,55,F636,1,1216559188,1216559188,106,55_1,1
10566322@N05,145,55,F657,2,1216559336,1216559576,12,55_1,1
10566322@N05,29,55,F107,3,1216560266,1216561549,847,55_1,1
10566322@N05,146,55,FIPOIHPC1000000424,2,1216562964,1216563012,20,55_1,1
10566322@N05,20,55,F151,1,1216563747,1216563747,687,55_1,1
10566322@N05,49,55,F160,6,1216563843,1216564113,346,55_1,1
10566322@N05,147,55,F327,2,1216567100,1216567258,98,55_1,1
10566322@N05,148,55,F264,3,1216567463,1216568127,24,55_1,1
10566322@N05,149,55,F462,2,1216568281,1216568300,9,55_1,1
10566322@N05,79,55,F471,9,1216569705,1216570933,66,55_1,1
10566322@N05,56,55,F468,2,1216571550,1216571710,43,55_1,1
10566322@N05,23,55,F249,2,1216572060,1216572321,492,55_1,1
10566322@N05,9,55,F256,2,1216572419,1216572599,964,55_1,1
10566322@N05,71,55,FIPOIHPC1000000911,1,1216573187,1216573187,43,55_1,1
10566322@N05,20,55,F151,2,1216573816,1216573916,687,55_1,1
10566322@N05,70,55,F108,1,1216574520,1216574520,368,55_1,1
10566322@N05,3,55,F110,1,1216574537,1216574537,669,55_1,1
10566322@N05,29,55,F107,4,1216574596,1216574698,847,55_2,2
10566322@N05,26,55,F119,4,1216574835,1216575623,512,55_2,2
10566322@N05,4,55,F101,1,1216577323,1216577323,253,55_2,2
10566322@N05,70,55,F108,1,1216577470,1216577470,368,55_2,2
10566322@N05,150,55,FIPOIHPC1000000800,1,1216577870,1216577870,13,55_2,2
10566322@N05,71,55,FIPOIHPC1000000911,1,1216579636,1216579636,43,55_2,2
10566322@N05,150,55,FIPOIHPC1000000800,5,1216579840,1216580311,13,55_2,2
10566322@N05,151,55,F902,2,1216581119,1216581145,37,55_2,2
10566322@N05,68,56,F431,3,1309868766,1309869507,367,56,1
10566322@N05,152,56,FIPOIHPC1000000396,4,1309873197,1309873644,146,56,1
10566322@N05,98,56,F318,2,1309877410,1309877532,32,56,1
10566322@N05,97,56,F313,4,1309880031,1309880801,103,56,1
10566322@N05,153,56,FIPOIHPC1000000538,1,1309882263,1309882263,45,56,1
10566322@N05,49,56,F160,2,1309883488,1309883678,346,56,1
10566322@N05,43,56,F701,1,1309886049,1309886049,342,56,1
10566322@N05,153,56,FIPOIHPC1000000538,2,1309890330,1309891547,45,56,1
10584928@N07,62,58,F167,14,1226683747,1226691317,508,58,1
10584928@N07,9,58,F256,8,1226692784,1226693100,964,58,1
10584928@N07,29,58,F107,47,1226696020,1226699351,847,58,1
10584928@N07,154,58,FIPOIHPC1000000865,7,1226715913,1226730164,13,58,1
10584928@N07,9,58,F256,8,1226733697,1226733730,964,58,1
10584928@N07,29,58,F107,72,1226736625,1226739964,847,58,1
10584928@N07,9,59,F256,6,1226780373,1226780446,964,59,1
10584928@N07,61,59,F457,9,1226781820,1226783987,25,59,1
10584928@N07,62,59,F167,8,1226784887,1226785079,508,59,1
10584928@N07,9,60,F256,1,1226821010,1226821010,964,60,1
10584928@N07,61,60,F457,7,1226822652,1226823636,25,60,1
10584928@N07,62,60,F167,25,1226825533,1226825854,508,60,1
10622038@N05,155,61,F516,2,1307361445,1307361476,56,61,1
10622038@N05,131,61,F535,1,1307362238,1307362238,14,61,1
10622038@N05,156,61,F336,1,1307362493,1307362493,15,61,1
10622038@N05,157,61,F334,1,1307362672,1307362672,5,61,1
10622038@N05,158,61,F690,1,1307363105,1307363105,48,61,1
10622038@N05,132,61,F693,2,1307363230,1307363579,80,61,1
10622038@N05,103,61,F698,1,1307364016,1307364016,173,61,1
10622038@N05,159,61,F680,1,1307364045,1307364045,339,61,1
10622038@N05,103,61,F698,1,1307364140,1307364140,173,61,1
10622038@N05,31,62,F702,3,1307520660,1307520791,448,62,1
10622038@N05,160,62,FIPOIHPC1000000965,1,1307521871,1307521871,129,62,1
10622038@N05,75,62,F712,1,1307522205,1307522205,61,62,1
10622038@N05,161,62,F705,1,1307522713,1307522713,51,62,1
10622038@N05,162,62,F704,1,1307523805,1307523805,30,62,1
10622038@N05,20,62,F151,3,1307525904,1307525973,687,62,1
10622038@N05,16,62,F152,1,1307526094,1307526094,476,62,1
10622038@N05,9,63,F256,1,1307606416,1307606416,964,63,1
10622038@N05,8,63,F236,1,1307606536,1307606536,421,63,1
10622038@N05,163,63,FIPOIHPC1000000569,1,1307609853,1307609853,12,63,1
10622038@N05,101,63,F307,1,1307610741,1307610741,58,63,1
10622038@N05,164,63,F268,1,1307611000,1307611000,101,63,1
10622038@N05,12,64,F106,1,1307674863,1307674863,479,64,1
10622038@N05,165,64,FIPOIHPC1000000964,2,1307674960,1307674971,335,64,1
10622038@N05,12,64,F106,1,1307675147,1307675147,479,64,1
10622038@N05,166,64,FIPOIHPC1000000702,1,1307675453,1307675453,14,64,1
10638554@N00,167,66,FIPOIHPC1000000450,1,1211637092,1211637092,6,66,1
10638554@N00,20,66,F151,1,1211650348,1211650348,687,66,1
10638554@N00,9,66,F256,1,1211652741,1211652741,964,66,1
10644877@N04,168,67,F311,1,1192379092,1192379092,29,67,1
10644877@N04,169,67,F379,1,1192379253,1192379253,6,67,1
10644877@N04,170,67,F323,1,1192379450,1192379450,50,67,1
10657261@N05,171,68,F708,3,1188978588,1188978595,29,68,1
10657261@N05,75,68,F712,1,1188978598,1188978598,61,68,1
10657261@N05,14,68,F127,6,1188978604,1188978622,206,68,1
10657261@N05,9,68,F256,1,1188978630,1188978630,964,68,1
10703154@N08,143,69,F636,1,1267296553,1267296553,106,69,1
10703154@N08,144,69,F643,1,1267296722,1267296722,37,69,1
10703154@N08,2,69,F120,1,1267305783,1267305783,608,69,1
10703154@N08,172,70,FIPOIHPC1000000933,1,1267540937,1267540937,4,70,1
10703154@N08,173,70,F141,1,1267541208,1267541208,19,70,1
10703154@N08,34,70,F159,1,1267544798,1267544798,270,70,1
10730530@N05,68,71,F431,2,1338235825,1338236266,367,71,1
10730530@N05,174,71,F667,1,1338238853,1338238853,57,71,1
10730530@N05,32,71,F213,1,1338242595,1338242595,11,71,1
10730530@N05,30,71,F727,1,1338248584,1338248584,19,71,1
10731307@N06,70,73,F108,1,1190637847,1190637847,368,73,1
10731307@N06,29,73,F107,1,1190637938,1190637938,847,73,1
10731307@N06,3,73,F110,1,1190638033,1190638033,669,73,1
10731307@N06,2,73,F120,5,1190639216,1190640048,608,73,1
10731307@N06,29,73,F107,2,1190640341,1190640526,847,73,1
10731307@N06,175,73,FIPOIHPC1000000604,3,1190643196,1190643450,135,73,1
10731307@N06,20,73,F151,7,1190643674,1190644514,687,73,1
10731307@N06,7,73,F158,1,1190644687,1190644687,313,73,1
10731307@N06,6,73,F168,1,1190645116,1190645116,324,73,1
10731307@N06,22,73,F234,1,1190646022,1190646022,233,73,1
10731307@N06,64,73,F808,1,1190646770,1190646770,195,73,1
10731307@N06,9,73,F256,2,1190646836,1190647920,964,73,1
10731307@N06,95,73,FIPOIHPC1000001009,1,1190648047,1190648047,74,73,1
10731307@N06,38,73,F326,1,1190651591,1190651591,347,73,1
10731307@N06,176,74,FIPOIHPC1000000425,2,1190713502,1190713605,17,74,1
10731307@N06,177,74,F742,1,1190713632,1190713632,13,74,1
10731307@N06,178,74,FIPOIHPC1000000900,1,1190715018,1190715018,2,74,1
10762009@N05,179,77,F556,1,1179344706,1179344706,17,77,1
10762009@N05,180,77,FIPOIHPC1000000596,2,1179348114,1179348376,9,77,1
10762009@N05,181,77,FIPOIHPC1000000649,10,1179348463,1179350352,83,77,1
10762009@N05,9,77,F256,3,1179350563,1179350907,964,77,1
10762009@N05,182,78,F239,1,1179402107,1179402107,37,78,1
10762009@N05,181,78,FIPOIHPC1000000649,3,1179403111,1179406049,83,78,1
10762009@N05,9,78,F256,1,1179406671,1179406671,964,78,1
10762009@N05,183,78,F397,3,1179408044,1179408404,21,78,1
10762009@N05,184,78,F281,2,1179409218,1179409419,5,78,1
10762009@N05,185,78,F345,1,1179410527,1179410527,24,78,1
10762009@N05,9,78,F256,1,1179411999,1179411999,964,78,1
10762009@N05,186,78,F652,4,1179419632,1179421826,1,78,1
10762009@N05,187,79,F628,5,1179486931,1179493670,17,79,1
10762009@N05,188,79,F575,6,1179495074,1179497802,44,79,1
10762009@N05,9,79,F256,1,1179500439,1179500439,964,79,1
10762009@N05,101,79,F307,4,1179501238,1179506577,58,79,1
10762009@N05,189,79,FIPOIHPC1000000548,7,1179517592,1179519711,7,79,1
10762009@N05,190,79,F521,1,1179519962,1179519962,10,79,1
10762009@N05,181,79,FIPOIHPC1000000649,2,1179520434,1179520479,83,79,1
10762009@N05,60,79,F586,1,1179527042,1179527042,107,79,1
10762009@N05,179,79,F556,1,1179542671,1179542671,17,79,1
10762009@N05,191,80,F561,2,1179579766,1179579932,8,80,1
10762009@N05,190,80,F521,3,1179580771,1179581826,10,80,1
10762009@N05,192,80,F697,2,1179586070,1179586363,75,80,1
10762009@N05,9,80,F256,2,1179586620,1179588867,964,80,1
10762009@N05,181,80,FIPOIHPC1000000649,2,1179591153,1179591174,83,80,1
10762009@N05,60,80,F586,1,1179596507,1179596507,107,80,1
10785432@N03,23,83,F249,1,1346795371,1346795371,492,83,1
10785432@N03,193,83,F254,1,1346795525,1346795525,90,83,1
10785432@N03,64,83,F808,1,1346796402,1346796402,195,83,1
10785432@N03,194,83,F723,1,1346796521,1346796521,51,83,1
10785432@N03,43,83,F701,1,1346797579,1346797579,342,83,1
