userID,poiID,seqID_old,Og_POI_Mark,numberofPhotos,startTime,stopTime,poiFreq,seqID,chunk_index
10468135@N08,116,49,FIPOIHPC1000001020,1,1335789576,1335789576,30,49_1,1
10468135@N08,16,49,F152,2,1335789759,1335789782,476,49_1,1
10468135@N08,20,49,F151,1,1335789899,1335789899,687,49_1,1
10468135@N08,62,49,F167,3,1335789947,1335790473,508,49_1,1
10468135@N08,11,49,F176,1,1335792478,1335792478,141,49_1,1
10468135@N08,117,49,F140,1,1335792635,1335792635,32,49_1,1
10468135@N08,118,49,FIPOIHPC1000000422,1,1335792726,1335792726,17,49_1,1
10468135@N08,69,49,F136,1,1335792896,1335792896,83,49_1,1
10468135@N08,29,49,F107,1,1335792990,1335792990,847,49_1,1
10468135@N08,13,49,F121,1,1335796534,1335796534,400,49_1,1
10468135@N08,17,49,F126,6,1335796591,1335797110,109,49_1,1
10468135@N08,119,49,F870,1,1335797583,1335797583,5,49_1,1
10468135@N08,120,49,FIPOIHPC1000000784,1,1335797721,1335797721,5,49_1,1
10468135@N08,119,49,F870,1,1335797807,1335797807,5,49_1,1
10468135@N08,121,49,FIPOIHPC1000000833,1,1335797983,1335797983,7,49_2,2
10468135@N08,122,49,F228,1,1335798085,1335798085,6,49_2,2
10468135@N08,123,49,F224,1,1335798197,1335798197,9,49_2,2
10468135@N08,43,49,F701,3,1335798363,1335798438,342,49_2,2
10468135@N08,124,49,F709,1,1335798513,1335798513,87,49_2,2
10468135@N08,31,49,F702,2,1335798687,1335798748,448,49_2,2
10468135@N08,43,49,F701,1,1335798968,1335798968,342,49_2,2
10468135@N08,112,49,F724,1,1335799485,1335799485,31,49_2,2
10468135@N08,125,49,F726,1,1335799556,1335799556,11,49_2,2
10468135@N08,126,49,F715,1,1335799749,1335799749,42,49_2,2
10490729@N02,127,52,F522,1,1278432622,1278432622,33,52,1
10490729@N02,128,52,FIPOIHPC1000000693,7,1278440932,1278443085,13,52,1
10490729@N02,129,52,FIPOIHPC1000000885,8,1278443348,1278444990,11,52,1
10490729@N02,130,52,F515,4,1278445012,1278445640,172,52,1
10490729@N02,131,52,F535,4,1278446375,1278447434,14,52,1
10490729@N02,128,52,FIPOIHPC1000000693,4,1278448012,1278448333,13,52,1
10490729@N02,132,52,F693,1,1278453700,1278453700,80,52,1
10490729@N02,50,52,F173,2,1278455601,1278455981,54,52,1
10490729@N02,117,52,F140,2,1278456211,1278457185,32,52,1
10490729@N02,3,52,F110,2,1278457592,1278457898,669,52,1
10490729@N02,129,52,FIPOIHPC1000000885,1,1278458868,1278458868,11,52,1
10490729@N02,129,53,FIPOIHPC1000000885,1,1278510153,1278510153,11,53,1
10490729@N02,3,53,F110,8,1278512404,1278513974,669,53,1
10490729@N02,133,53,F904,3,1278514272,1278514832,20,53,1
10490729@N02,134,53,F678,3,1278516159,1278519617,55,53,1
10490729@N02,128,53,FIPOIHPC1000000693,1,1278529765,1278529765,13,53,1
10490729@N02,7,53,F158,5,1278533093,1278533671,313,53,1
10490729@N02,35,53,F235,1,1278533862,1278533862,327,53,1
10490729@N02,8,53,F236,1,1278534410,1278534410,421,53,1
10490729@N02,9,53,F256,1,1278534444,1278534444,964,53,1
10490729@N02,102,53,F261,3,1278534481,1278537137,34,53,1
10490729@N02,135,53,F276,2,1278537440,1278538439,17,53,1
10490729@N02,136,53,F291,1,1278538985,1278538985,11,53,1
10490729@N02,137,53,F349,1,1278539365,1278539365,6,53,1
10490729@N02,138,53,F357,2,1278539761,1278539780,9,53,1
10490729@N02,139,53,F287,6,1278539938,1278540881,12,53,1
10490729@N02,140,53,F363,2,1278541281,1278541303,72,53,1
10490729@N02,128,53,FIPOIHPC1000000693,1,1278546769,1278546769,13,53,1
10566322@N05,29,55,F107,4,1216574596,1216574698,847,55_2,2
10566322@N05,26,55,F119,4,1216574835,1216575623,512,55_2,2
10566322@N05,4,55,F101,1,1216577323,1216577323,253,55_2,2
10566322@N05,70,55,F108,1,1216577470,1216577470,368,55_2,2
10566322@N05,150,55,FIPOIHPC1000000800,1,1216577870,1216577870,13,55_2,2
10566322@N05,71,55,FIPOIHPC1000000911,1,1216579636,1216579636,43,55_2,2
10566322@N05,150,55,FIPOIHPC1000000800,5,1216579840,1216580311,13,55_2,2
10566322@N05,151,55,F902,2,1216581119,1216581145,37,55_2,2
10584928@N07,62,58,F167,14,1226683747,1226691317,508,58,1
10584928@N07,9,58,F256,8,1226692784,1226693100,964,58,1
10584928@N07,29,58,F107,47,1226696020,1226699351,847,58,1
10584928@N07,154,58,FIPOIHPC1000000865,7,1226715913,1226730164,13,58,1
10584928@N07,9,58,F256,8,1226733697,1226733730,964,58,1
10584928@N07,29,58,F107,72,1226736625,1226739964,847,58,1
10584928@N07,9,59,F256,6,1226780373,1226780446,964,59,1
10584928@N07,61,59,F457,9,1226781820,1226783987,25,59,1
10584928@N07,62,59,F167,8,1226784887,1226785079,508,59,1
10584928@N07,9,60,F256,1,1226821010,1226821010,964,60,1
10584928@N07,61,60,F457,7,1226822652,1226823636,25,60,1
10584928@N07,62,60,F167,25,1226825533,1226825854,508,60,1
10622038@N05,155,61,F516,2,1307361445,1307361476,56,61,1
10622038@N05,131,61,F535,1,1307362238,1307362238,14,61,1
10622038@N05,156,61,F336,1,1307362493,1307362493,15,61,1
10622038@N05,157,61,F334,1,1307362672,1307362672,5,61,1
10622038@N05,158,61,F690,1,1307363105,1307363105,48,61,1
10622038@N05,132,61,F693,2,1307363230,1307363579,80,61,1
10622038@N05,103,61,F698,1,1307364016,1307364016,173,61,1
10622038@N05,159,61,F680,1,1307364045,1307364045,339,61,1
10622038@N05,103,61,F698,1,1307364140,1307364140,173,61,1
10622038@N05,31,62,F702,3,1307520660,1307520791,448,62,1
10622038@N05,160,62,FIPOIHPC1000000965,1,1307521871,1307521871,129,62,1
10622038@N05,75,62,F712,1,1307522205,1307522205,61,62,1
10622038@N05,161,62,F705,1,1307522713,1307522713,51,62,1
10622038@N05,162,62,F704,1,1307523805,1307523805,30,62,1
10622038@N05,20,62,F151,3,1307525904,1307525973,687,62,1
10622038@N05,16,62,F152,1,1307526094,1307526094,476,62,1
10622038@N05,12,64,F106,1,1307674863,1307674863,479,64,1
10622038@N05,165,64,FIPOIHPC1000000964,2,1307674960,1307674971,335,64,1
10622038@N05,12,64,F106,1,1307675147,1307675147,479,64,1
10622038@N05,166,64,FIPOIHPC1000000702,1,1307675453,1307675453,14,64,1
10638554@N00,167,66,FIPOIHPC1000000450,1,1211637092,1211637092,6,66,1
10638554@N00,20,66,F151,1,1211650348,1211650348,687,66,1
10638554@N00,9,66,F256,1,1211652741,1211652741,964,66,1
10703154@N08,143,69,F636,1,1267296553,1267296553,106,69,1
10703154@N08,144,69,F643,1,1267296722,1267296722,37,69,1
10703154@N08,2,69,F120,1,1267305783,1267305783,608,69,1
10703154@N08,172,70,FIPOIHPC1000000933,1,1267540937,1267540937,4,70,1
10703154@N08,173,70,F141,1,1267541208,1267541208,19,70,1
10703154@N08,34,70,F159,1,1267544798,1267544798,270,70,1
10730530@N05,68,71,F431,2,1338235825,1338236266,367,71,1
10730530@N05,174,71,F667,1,1338238853,1338238853,57,71,1
10730530@N05,32,71,F213,1,1338242595,1338242595,11,71,1
10730530@N05,30,71,F727,1,1338248584,1338248584,19,71,1
10731307@N06,70,73,F108,1,1190637847,1190637847,368,73,1
10731307@N06,29,73,F107,1,1190637938,1190637938,847,73,1
10731307@N06,3,73,F110,1,1190638033,1190638033,669,73,1
10731307@N06,2,73,F120,5,1190639216,1190640048,608,73,1
10731307@N06,29,73,F107,2,1190640341,1190640526,847,73,1
10731307@N06,175,73,FIPOIHPC1000000604,3,1190643196,1190643450,135,73,1
10731307@N06,20,73,F151,7,1190643674,1190644514,687,73,1
10731307@N06,7,73,F158,1,1190644687,1190644687,313,73,1
10731307@N06,6,73,F168,1,1190645116,1190645116,324,73,1
10731307@N06,22,73,F234,1,1190646022,1190646022,233,73,1
10731307@N06,64,73,F808,1,1190646770,1190646770,195,73,1
10731307@N06,9,73,F256,2,1190646836,1190647920,964,73,1
10731307@N06,95,73,FIPOIHPC1000001009,1,1190648047,1190648047,74,73,1
10731307@N06,38,73,F326,1,1190651591,1190651591,347,73,1
10731307@N06,176,74,FIPOIHPC1000000425,2,1190713502,1190713605,17,74,1
10731307@N06,177,74,F742,1,1190713632,1190713632,13,74,1
10731307@N06,178,74,FIPOIHPC1000000900,1,1190715018,1190715018,2,74,1
10762009@N05,182,78,F239,1,1179402107,1179402107,37,78,1
10762009@N05,181,78,FIPOIHPC1000000649,3,1179403111,1179406049,83,78,1
10762009@N05,9,78,F256,1,1179406671,1179406671,964,78,1
10762009@N05,183,78,F397,3,1179408044,1179408404,21,78,1
10762009@N05,184,78,F281,2,1179409218,1179409419,5,78,1
10762009@N05,185,78,F345,1,1179410527,1179410527,24,78,1
10762009@N05,9,78,F256,1,1179411999,1179411999,964,78,1
10762009@N05,186,78,F652,4,1179419632,1179421826,1,78,1
10762009@N05,187,79,F628,5,1179486931,1179493670,17,79,1
10762009@N05,188,79,F575,6,1179495074,1179497802,44,79,1
10762009@N05,9,79,F256,1,1179500439,1179500439,964,79,1
10762009@N05,101,79,F307,4,1179501238,1179506577,58,79,1
10762009@N05,189,79,FIPOIHPC1000000548,7,1179517592,1179519711,7,79,1
10762009@N05,190,79,F521,1,1179519962,1179519962,10,79,1
10762009@N05,181,79,FIPOIHPC1000000649,2,1179520434,1179520479,83,79,1
10762009@N05,60,79,F586,1,1179527042,1179527042,107,79,1
10762009@N05,179,79,F556,1,1179542671,1179542671,17,79,1
10785432@N03,23,83,F249,1,1346795371,1346795371,492,83,1
10785432@N03,193,83,F254,1,1346795525,1346795525,90,83,1
10785432@N03,64,83,F808,1,1346796402,1346796402,195,83,1
10785432@N03,194,83,F723,1,1346796521,1346796521,51,83,1
10785432@N03,43,83,F701,1,1346797579,1346797579,342,83,1
10785432@N03,22,83,F234,1,1346800707,1346800707,233,83,1
10785432@N03,23,83,F249,1,1346800723,1346800723,492,83,1
10785432@N03,16,83,F152,1,1346801746,1346801746,476,83,1
10785432@N03,29,83,F107,2,1346802522,1346802827,847,83,1
10785432@N03,28,84,F541,1,1346848228,1346848228,80,84_1,1
10785432@N03,130,84,F515,1,1346848595,1346848595,172,84_1,1
10785432@N03,2,84,F120,2,1346852041,1346852192,608,84_1,1
10785432@N03,195,84,F262,1,1346853382,1346853382,19,84_1,1
10785432@N03,196,84,F444,1,1346861151,1346861151,7,84_1,1
10785432@N03,61,84,F457,1,1346862077,1346862077,25,84_1,1
10785432@N03,197,84,F464,1,1346862573,1346862573,14,84_1,1
10785432@N03,198,84,F461,1,1346862907,1346862907,22,84_1,1
10785432@N03,199,84,F283,1,1346864656,1346864656,80,84_1,1
10785432@N03,38,84,F326,1,1346865231,1346865231,347,84_1,1
10785432@N03,200,84,F710,1,1346874188,1346874188,162,84_1,1
10785432@N03,201,84,F707,1,1346874666,1346874666,34,84_1,1
10785432@N03,31,84,F702,4,1346874747,1346875129,448,84_1,1
10785432@N03,201,84,F707,1,1346875337,1346875337,34,84_1,1
10785432@N03,162,84,F704,2,1346875924,1346876043,30,84_1,1
10785432@N03,31,84,F702,1,1346876492,1346876492,448,84_1,1
10785432@N03,160,84,FIPOIHPC1000000965,1,1346876624,1346876624,129,84_1,1
10785432@N03,31,84,F702,1,1346876960,1346876960,448,84_1,1
10785432@N03,202,84,F714,1,1346877035,1346877035,31,84_1,1
10785432@N03,189,84,FIPOIHPC1000000548,1,1346877097,1346877097,7,84_1,1
10785432@N03,52,84,FIPOIHPC1000000296,1,1346877488,1346877488,54,84_1,1
10785432@N03,203,84,F577,1,1346885216,1346885216,56,84_2,2
10785432@N03,74,84,FIPOIHPC1000000027,1,1346886970,1346886970,100,84_2,2
10788614@N06,204,86,F266,1,1181679257,1181679257,25,86,1
10788614@N06,205,86,F246,1,1181680164,1181680164,54,86,1
10788614@N06,206,86,FIPOIHPC1000000994,1,1181680939,1181680939,131,86,1
10788614@N06,147,86,F327,1,1181683304,1181683304,98,86,1
10788614@N06,20,86,F151,2,1181691880,1181691897,687,86,1
10788614@N06,7,86,F158,1,1181692171,1181692171,313,86,1
10788614@N06,49,86,F160,1,1181692212,1181692212,346,86,1
10788614@N06,7,86,F158,1,1181692363,1181692363,313,86,1
10788614@N06,81,86,F161,1,1181692906,1181692906,77,86,1
10788614@N06,9,86,F256,1,1181693527,1181693527,964,86,1
10788614@N06,207,86,FIPOIHPC1000000447,1,1181708784,1181708784,10,86,1
10788614@N06,208,87,F559,2,1181766723,1181766755,26,87,1
10788614@N06,68,87,F431,4,1181773538,1181775439,367,87,1
10788614@N06,79,87,F471,1,1181778933,1181778933,66,87,1
10788731@N00,165,89,FIPOIHPC1000000964,1,1257064674,1257064674,335,89,1
10788731@N00,29,89,F107,1,1257064838,1257064838,847,89,1
10788731@N00,165,89,FIPOIHPC1000000964,1,1257064843,1257064843,335,89,1
10788731@N00,20,89,F151,1,1257066760,1257066760,687,89,1
10788731@N00,62,89,F167,1,1257066795,1257066795,508,89,1
10788731@N00,31,89,F702,1,1257067954,1257067954,448,89,1
10788731@N00,9,89,F256,1,1257073144,1257073144,964,89,1
10788731@N00,38,89,F326,1,1257073885,1257073885,347,89,1
10788731@N00,160,89,FIPOIHPC1000000965,1,1257075694,1257075694,129,89,1
10799514@N07,209,90,FIPOIHPC1000000676,1,1315954285,1315954285,5,90,1
10799514@N07,3,90,F110,1,1315955442,1315955442,669,90,1
10799514@N07,29,90,F107,1,1315955798,1315955798,847,90,1
10799514@N07,38,90,F326,1,1315958851,1315958851,347,90,1
10804495@N00,210,92,F157,2,1255026013,1255026191,189,92,1
10804495@N00,62,92,F167,1,1255026687,1255026687,508,92,1
10804495@N00,211,92,FIPOIHPC1000000671,1,1255027879,1255027879,132,92,1
10822067@N07,70,93,F108,1,1227621060,1227621060,368,93,1
10822067@N07,117,93,F140,1,1227621867,1227621867,32,93,1
10822067@N07,38,93,F326,1,1227623018,1227623018,347,93,1
10822067@N07,22,93,F234,1,1227623504,1227623504,233,93,1
10822067@N07,132,93,F693,1,1227625393,1227625393,80,93,1
10822067@N07,143,93,F636,1,1227630436,1227630436,106,93,1
10825788@N00,99,96,F324,3,1208627111,1208627327,64,96,1
10825788@N00,97,96,F313,4,1208629549,1208630899,103,96,1
10825788@N00,214,96,F458,1,1208631523,1208631523,34,96,1
10825788@N00,61,96,F457,4,1208631560,1208634231,25,96,1
10825788@N00,198,96,F461,2,1208636403,1208636567,22,96,1
10825788@N00,215,97,F569,1,1210445695,1210445695,55,97,1
10825788@N00,70,97,F108,1,1210446257,1210446257,368,97,1
10825788@N00,26,97,F119,1,1210446359,1210446359,512,97,1
10825788@N00,216,97,F153,1,1210448802,1210448802,44,97,1
10825788@N00,20,97,F151,1,1210449305,1210449305,687,97,1
10825788@N00,10,97,F679,1,1210449476,1210449476,126,97,1
10825788@N00,43,97,F701,1,1210455533,1210455533,342,97,1
10825788@N00,111,98,F135,1,1216910075,1216910075,58,98,1
10825788@N00,217,98,F877,1,1216910092,1216910092,17,98,1
10825788@N00,13,98,F121,1,1216910120,1216910120,400,98,1
10825788@N00,218,98,F216,1,1216910133,1216910133,28,98,1
10825788@N00,216,98,F153,2,1216910171,1216910183,44,98,1
10825788@N00,219,99,F792,2,1223565581,1223565592,28,99,1
10825788@N00,38,99,F326,1,1223565616,1223565616,347,99,1
10825788@N00,220,99,FIPOIHPC1000000603,1,1223574169,1223574169,11,99,1
10825788@N00,112,101,F724,1,1247091336,1247091336,31,101,1
10825788@N00,43,101,F701,1,1247099138,1247099138,342,101,1
10825788@N00,200,101,F710,1,1247099154,1247099154,162,101,1
10825788@N00,31,101,F702,1,1247099348,1247099348,448,101,1
10825788@N00,200,101,F710,1,1247099728,1247099728,162,101,1
10825788@N00,43,101,F701,1,1247099834,1247099834,342,101,1
10825788@N00,200,102,F710,1,1247917750,1247917750,162,102,1
10825788@N00,35,102,F235,1,1247919469,1247919469,327,102,1
10825788@N00,74,102,FIPOIHPC1000000027,2,1247920721,1247920818,100,102,1
10825788@N00,221,102,F681,1,1247920833,1247920833,47,102,1
10825788@N00,222,102,F540,1,1247922244,1247922244,31,102,1
10825788@N00,223,102,F524,1,1247922641,1247922641,67,102,1
10825788@N00,224,102,F588,1,1247923960,1247923960,51,102,1
10825788@N00,87,102,F566,1,1247924339,1247924339,149,102,1
10825788@N00,70,102,F108,2,1247924893,1247925014,368,102,1
10825788@N00,26,102,F119,1,1247925263,1247925263,512,102,1
10825788@N00,70,102,F108,1,1247925563,1247925563,368,102,1
10825788@N00,225,103,F758,7,1276723975,1276724717,5,103,1
10825788@N00,226,103,F754,3,1276726093,1276726973,6,103,1
10825788@N00,227,103,F225,6,1276733361,1276734490,6,103,1
10825788@N00,228,104,F528,3,1279975221,1279975925,20,104,1
10825788@N00,229,104,F519,1,1279976114,1279976114,7,104,1
10825788@N00,28,104,F541,1,1279976231,1279976231,80,104,1
10825788@N00,230,104,FIPOIHPC1000000789,1,1279976900,1279976900,25,104,1
10825788@N00,231,104,F342,1,1279977143,1279977143,36,104,1
10825788@N00,232,104,F340,1,1279977408,1279977408,9,104,1
10825788@N00,233,104,F692,2,1279977567,1279977893,48,104,1
10825788@N00,234,104,F700,2,1279978405,1279978532,27,104,1
10825788@N00,134,104,F678,1,1279980114,1279980114,55,104,1
10825788@N00,159,104,F680,3,1279980439,1279980897,339,104,1
10825788@N00,11,104,F176,1,1279981348,1279981348,141,104,1
10825788@N00,20,104,F151,1,1279981502,1279981502,687,104,1
10825788@N00,49,104,F160,3,1279981868,1279981976,346,104,1
10825788@N00,20,104,F151,2,1279982250,1279982286,687,104,1
10825788@N00,35,104,F235,4,1279982955,1279983519,327,104,1
10825788@N00,8,104,F236,1,1279984171,1279984171,421,104,1
10825788@N00,9,104,F256,1,1279984195,1279984195,964,104,1
10825788@N00,235,104,F278,1,1279986763,1279986763,67,104,1
10825788@N00,68,108,F431,2,1350132839,1350132887,367,108,1
10825788@N00,238,108,F441,2,1350134374,1350134893,50,108,1
10825788@N00,152,108,FIPOIHPC1000000396,3,1350135052,1350135776,146,108,1
10825788@N00,239,108,F475,2,1350138753,1350138961,34,108,1
10831530@N00,240,109,FIPOIHPC1000000543,33,1279919988,1279920949,3,109,1
10831530@N00,4,109,F101,2,1279921068,1279921074,253,109,1
10831530@N00,165,109,FIPOIHPC1000000964,14,1279921132,1279921400,335,109,1
